"dataset_id","source_pkg","source_object","source_title","slab","yi","vi","measure","outcome_variable","distance_band","estimate","control_mean","relative_effect","precision","abs_yi","source","repo","branch","repo_license"
"gh_hdruckenmiller_cbra_output_source_data_fig4.csv","hdruckenmiller","output/source_data_fig4.csv","hdruckenmiller / cbra / output/source_data_fig4.csv",1,-0.00262327490025394,0.00641517208595785,"estimate","nbuildings_acres",500,-0.00262327490025394,0.920829957558409,-0.0028488157653011,12.4852098012781,0.00262327490025394,"GitHub","cbra","main",NA
"gh_hdruckenmiller_cbra_output_source_data_fig4.csv","hdruckenmiller","output/source_data_fig4.csv","hdruckenmiller / cbra / output/source_data_fig4.csv",2,0.0318322872336086,0.00566519718532541,"estimate","nbuildings_acres",1000,0.0318322872336086,0.878600841973303,0.036230658693787,13.2859460521333,0.0318322872336086,"GitHub","cbra","main",NA
"gh_hdruckenmiller_cbra_output_source_data_fig4.csv","hdruckenmiller","output/source_data_fig4.csv","hdruckenmiller / cbra / output/source_data_fig4.csv",3,0.149478101438305,0.00543157267384508,"estimate","nbuildings_acres",1500,0.149478101438305,0.730817187905524,0.204535558156068,13.5686675756708,0.149478101438305,"GitHub","cbra","main",NA
"gh_hdruckenmiller_cbra_output_source_data_fig4.csv","hdruckenmiller","output/source_data_fig4.csv","hdruckenmiller / cbra / output/source_data_fig4.csv",4,0.187525757503763,0.00311664003697183,"estimate","nbuildings_acres",2000,0.187525757503763,0.399298399258685,0.469638139927214,17.9125195458144,0.187525757503763,"GitHub","cbra","main",NA
"gh_hdruckenmiller_cbra_output_source_data_fig4.csv","hdruckenmiller","output/source_data_fig4.csv","hdruckenmiller / cbra / output/source_data_fig4.csv",5,377.339440192237,21694.9985030924,"estimate","avg_sales_price_amount",500,377.339440192237,493.335282035696,0.764874222324391,0.00678922478102973,377.339440192237,"GitHub","cbra","main",NA
"gh_hdruckenmiller_cbra_output_source_data_fig4.csv","hdruckenmiller","output/source_data_fig4.csv","hdruckenmiller / cbra / output/source_data_fig4.csv",6,168.307960845155,7177.73937012184,"estimate","avg_sales_price_amount",1000,168.307960845155,345.159395885338,0.487623871323111,0.0118033737099177,168.307960845155,"GitHub","cbra","main",NA
"gh_hdruckenmiller_cbra_output_source_data_fig4.csv","hdruckenmiller","output/source_data_fig4.csv","hdruckenmiller / cbra / output/source_data_fig4.csv",7,58.4796254900948,11027.8252190864,"estimate","avg_sales_price_amount",1500,58.4796254900948,302.979712047096,0.193014988016771,0.00952258949304895,58.4796254900948,"GitHub","cbra","main",NA
"gh_hdruckenmiller_cbra_output_source_data_fig4.csv","hdruckenmiller","output/source_data_fig4.csv","hdruckenmiller / cbra / output/source_data_fig4.csv",8,126.836679405615,11464.3036758465,"estimate","avg_sales_price_amount",2000,126.836679405615,433.301023697576,0.292721854943368,0.00933955446837316,126.836679405615,"GitHub","cbra","main",NA
"gh_hdruckenmiller_cbra_output_source_data_fig4.csv","hdruckenmiller","output/source_data_fig4.csv","hdruckenmiller / cbra / output/source_data_fig4.csv",9,185.778785873598,4158.06785496443,"estimate","total_assessed_value_per_acre",500,185.778785873598,401.272611887092,0.462973999147172,0.0155079436357091,185.778785873598,"GitHub","cbra","main",NA
"gh_hdruckenmiller_cbra_output_source_data_fig4.csv","hdruckenmiller","output/source_data_fig4.csv","hdruckenmiller / cbra / output/source_data_fig4.csv",10,103.374265618412,2827.83854097687,"estimate","total_assessed_value_per_acre",1000,103.374265618412,377.687958300954,0.273702836816523,0.0188049721849795,103.374265618412,"GitHub","cbra","main",NA
