"dataset_id","source_pkg","source_object","source_title","slab","yi","vi","measure","x","experiment","dx","seamb","seelev","xamb","xelev","rr","namb","nelev","sediff","sig_thresh","t","p","myc","sdelev","sdamb","lower","upper","precision","abs_yi","source","repo","branch","repo_license"
"gh_trevorwc_cambron_etal_2025_ncc_f_2_p_b.csv","trevorwc","f_2_p_b.csv","trevorwc / cambron_etal_2025_ncc / f_2_p_b.csv",1,0.0232378130601061,0.0059244364278771,"from_dataset",1,"Aspen",244,745.627205780476,293.432888408917,10378.6,10622.6,0.0232378130601061,12,12,801.288206577384,1570.52488489167,0.304509660815076,0.766423213116501,"ECM",1016.48134267187,2582.9284078348,0.011625917661467,0.0348497084587452,12.9920139488952,0.0232378130601061,"GitHub","cambron_etal_2025_ncc","main",NA
"gh_trevorwc_cambron_etal_2025_ncc_f_2_p_b.csv","trevorwc","f_2_p_b.csv","trevorwc / cambron_etal_2025_ncc / f_2_p_b.csv",2,0.100846213222955,0.00920320796956535,"from_dataset",2,"Aspen Birch ",889.299999999999,456.502880604274,732.105484202925,8381.2,9270.5,0.100846213222955,12,12,862.770722729973,1691.03061655075,1.0307489308238,0.324789811592862,"ECM",2536.08779027856,1581.3723660163,0.082807925602607,0.118884500843303,10.42390349358,0.100846213222955,"GitHub","cambron_etal_2025_ncc","main",NA
"gh_trevorwc_cambron_etal_2025_ncc_f_2_p_b.csv","trevorwc","f_2_p_b.csv","trevorwc / cambron_etal_2025_ncc / f_2_p_b.csv",3,0.0979843153503951,0.00622316989387935,"from_dataset",3,"Aspen Maple",878.299999999999,451.336393391891,550.677391945593,8531.7,9410,0.0979843153503951,12,12,712.004304762268,1395.52843733404,1.23355995760904,0.24307554756228,"ECM",1907.60244285857,1563.4751293193,0.0857869023583916,0.110181728342399,12.676348526021,0.0979843153503951,"GitHub","cambron_etal_2025_ncc","main",NA
"gh_trevorwc_cambron_etal_2025_ncc_f_2_p_b.csv","trevorwc","f_2_p_b.csv","trevorwc / cambron_etal_2025_ncc / f_2_p_b.csv",4,0.0512093879380133,0.000765257641876363,"from_dataset",4,"BioCON",76.0880000000004,27.8776756563384,30.2792387618976,1448.102,1524.19,0.0512093879380133,3,3,41.1581960246073,80.6700642082303,1.84867188917876,0.205750664697589,"AM",52.4451799501155,48.2855506337041,0.0497094829599356,0.0527092929160909,36.1489895648958,0.0512093879380133,"GitHub","cambron_etal_2025_ncc","main",NA
"gh_trevorwc_cambron_etal_2025_ncc_f_2_p_b.csv","trevorwc","f_2_p_b.csv","trevorwc / cambron_etal_2025_ncc / f_2_p_b.csv",5,0.236029218397232,0.00691290201742533,"from_dataset",5,"Duke Hardwood",1420.8722387,295.160848801008,419.596914754691,5337.3850213,6758.25726,0.236029218397232,4,4,513.01218069027,1005.50387415293,2.76966569641325,0.0695879107807973,"AM",839.193829509381,590.321697602016,0.222479930443078,0.249578506351386,12.0273458481625,0.236029218397232,"GitHub","cambron_etal_2025_ncc","main",NA
"gh_trevorwc_cambron_etal_2025_ncc_f_2_p_b.csv","trevorwc","f_2_p_b.csv","trevorwc / cambron_etal_2025_ncc / f_2_p_b.csv",6,0.252689189764621,0.00849027590810218,"from_dataset",6,"Duke Pine",5273.1358865,818.688000866704,1903.671844507,18342.423509,23615.5593955,0.252689189764621,4,4,2072.2491487106,4061.60833147277,2.54464377016686,0.084336467618687,"ECM",3807.343689014,1637.37600173341,0.236048248984741,0.269330130544501,10.8527324890538,0.252689189764621,"GitHub","cambron_etal_2025_ncc","main",NA
"gh_trevorwc_cambron_etal_2025_ncc_f_2_p_b.csv","trevorwc","f_2_p_b.csv","trevorwc / cambron_etal_2025_ncc / f_2_p_b.csv",7,0.0390962344078664,0.0247328976214623,"from_dataset",7,"EucFACE",308,430.45317980008,1181.36854537439,7725,8033,0.0390962344078664,3,3,1257.34704039895,2464.40019918194,0.244960213929698,0.829328359870916,NA,2046.19034305218,745.56677769332,-0.00938024493019971,0.0875727137459325,6.3586145591306,0.0390962344078664,"GitHub","cambron_etal_2025_ncc","main",NA
"gh_trevorwc_cambron_etal_2025_ncc_f_2_p_b.csv","trevorwc","f_2_p_b.csv","trevorwc / cambron_etal_2025_ncc / f_2_p_b.csv",8,0.0209784617978193,0.0477151734025766,"from_dataset",8,"GiFACE",94.4099999999999,784.916670840924,586.797587950905,4453.29,4547.7,0.0209784617978193,3,3,980.013055723749,1920.82558921855,0.0963354512968985,0.932038047174413,NA,1016.36323608983,1359.5155536043,-0.0725432780712308,0.114500201666869,4.57795739716414,0.0209784617978193,"GitHub","cambron_etal_2025_ncc","main",NA
"gh_trevorwc_cambron_etal_2025_ncc_f_2_p_b.csv","trevorwc","f_2_p_b.csv","trevorwc / cambron_etal_2025_ncc / f_2_p_b.csv",9,0.130368079682427,0.00906499283048608,"from_dataset",9,"Jasper Ridge FACE",296.5,128.06121700187,179.047775245184,2129.3,2425.8,0.130368079682427,4,4,220.131281557733,431.457311853157,1.34692351719325,0.270715935018881,NA,358.095550490368,256.12243400374,0.112600693734675,0.14813546563018,10.5030701833546,0.130368079682427,"GitHub","cambron_etal_2025_ncc","main",NA
"gh_trevorwc_cambron_etal_2025_ncc_f_2_p_b.csv","trevorwc","f_2_p_b.csv","trevorwc / cambron_etal_2025_ncc / f_2_p_b.csv",10,0.129079608489599,0.0101459659656412,"from_dataset",10,"Merrit Island",692.1,377.042703151778,383.901562903826,5023.2,5715.3,0.129079608489599,8,8,538.090707966603,1054.65778761454,1.28621436823428,0.239273932063106,NA,1085.83759374964,1066.43780878212,0.109193515196942,0.148965701782256,9.92780639843875,0.129079608489599,"GitHub","cambron_etal_2025_ncc","main",NA
