"dataset_id","source_pkg","source_object","source_title","slab","yi","vi","measure","author","country","year","ter","cer","rare_ctrl","risk_diff0","ntotal","log_ntotal","precision","abs_yi","source","repo","branch","repo_license"
"dmetar_DepressionMortality","dmetar","DepressionMortality","Effect of Depression on All-Cause Mortality","Aaroma et al., 1994 1994",0.741853151382545,0.0408729562287854,"RR","Aaroma et al., 1994","Finland",1994,0.116279069767442,0.0553756476683938,TRUE,0.0609034220990481,3303,8.10258642539079,4.9463173290576,0.741853151382545,"CRAN",NA,NA,"CRAN"
"dmetar_DepressionMortality","dmetar","DepressionMortality","Effect of Depression on All-Cause Mortality","Black et al., 1998 1998",0.560303921703393,0.0214912295189593,"RR","Black et al., 1998","USA",1998,0.110544217687075,0.0631246712256707,TRUE,0.0474195464614041,2489,7.81963630236759,6.82133484797069,0.560303921703393,"CRAN",NA,NA,"CRAN"
"dmetar_DepressionMortality","dmetar","DepressionMortality","Effect of Depression on All-Cause Mortality","Bruce et al., 1989 1989",0.92357821351829,0.187203275494651,"RR","Bruce et al., 1989","USA",1989,0.108695652173913,0.0431625655506253,TRUE,0.0655330866232878,2525,7.83399634170946,2.31123059754544,0.92357821351829,"CRAN",NA,NA,"CRAN"
"dmetar_DepressionMortality","dmetar","DepressionMortality","Effect of Depression on All-Cause Mortality","Bruce et al., 1994 1994",0.148872000049176,0.0241060428513386,"RR","Bruce et al., 1994","USA",1994,0.388059701492537,0.334383051817922,FALSE,0.0536766496746158,3560,8.17751582384608,6.44075883436706,0.148872000049176,"CRAN",NA,NA,"CRAN"
"dmetar_DepressionMortality","dmetar","DepressionMortality","Effect of Depression on All-Cause Mortality","Enzell et al., 1984 1984",0.603507619980439,0.0323506231146421,"RR","Enzell et al., 1984","Sweden",1984,0.0786240786240786,0.0429987212276215,TRUE,0.0356253573964571,6663,8.80432511256254,5.55979367233288,0.603507619980439,"CRAN",NA,NA,"CRAN"
"dmetar_DepressionMortality","dmetar","DepressionMortality","Effect of Depression on All-Cause Mortality","Fredman et al., 1989 1989",-0.923632138732523,0.988109085409448,"RR","Fredman et al., 1989","USA",1989,0.0227272727272727,0.0572368421052632,TRUE,-0.0345095693779904,1564,7.35500192110526,1.00599901092166,0.923632138732523,"CRAN",NA,NA,"CRAN"
"dmetar_DepressionMortality","dmetar","DepressionMortality","Effect of Depression on All-Cause Mortality","Murphy et al., 1987 1987",0.5675839575846,0.0288662131519274,"RR","Murphy et al., 1987","Canada",1987,0.4,0.226757369614512,FALSE,0.173242630385488,942,6.84800527457636,5.88579447404771,0.5675839575846,"CRAN",NA,NA,"CRAN"
"dmetar_DepressionMortality","dmetar","DepressionMortality","Effect of Depression on All-Cause Mortality","Penninx et al., 1999 1999",0.381663046827874,0.0521773814540618,"RR","Penninx et al., 1999","Netherlands",1999,0.245901639344262,0.167883211678832,FALSE,0.0780184276654302,2664,7.88758403166028,4.37782966687818,0.381663046827874,"CRAN",NA,NA,"CRAN"
"dmetar_DepressionMortality","dmetar","DepressionMortality","Effect of Depression on All-Cause Mortality","Pulska et al., 1998 1998",0.664563901126012,0.0354168614470337,"RR","Pulska et al., 1998","Finland",1998,0.517241379310345,0.266119577960141,FALSE,0.251121801350204,882,6.78219205600679,5.3136747015029,0.664563901126012,"CRAN",NA,NA,"CRAN"
"dmetar_DepressionMortality","dmetar","DepressionMortality","Effect of Depression on All-Cause Mortality","Roberts et al., 1990 1990",0.833337388466275,0.0084988288496361,"RR","Roberts et al., 1990","USA",1990,0.170443349753695,0.0740740740740741,TRUE,0.0963692756796205,4390,8.38708450606922,10.8472701981128,0.833337388466275,"CRAN",NA,NA,"CRAN"
