"dataset_id","source_pkg","source_object","source_title","slab","yi","vi","measure","x","effectsize_id","summary_statistic","effect_size","first_author","year_published","title","paper_id","study_id","group_id","group_id_notes","species","class","rearing_type","competition_order","competition_order_notes","perception_competition","perception_competition_notes","precendence","precedence_notes","fertilisation_mode","pc_variation_level","pc_variation_level_note","pc_variation_cause","pc_variation_notes","pc_variation_cause2","pc_variation_nature","study_design","study_design_notes","fertilisation_methods","pc_type","pc_type_notes","precop_correlation","precop_correlation_notes","postcop_correlation","postcop_correlation_notes","coin","inverse_precedence_notes","n_notes","n_dependent","corr_r","estimate","n_groups","ci_lower","ci_upper","f","t","p","mean_low","n_low","sd_low","se_low","mean_high","n_high","sd_high","se_high","data_location","notes","effect_size_group2","effect_size_est","effect_size_t","effect_size_f","effect_size_p","effect_size2","n2","precision","abs_yi","source","repo","branch","repo_license"
"gh_elmacartney_Postcop_MA_R_processed_data.csv","elmacartney","R/processed_data.csv","elmacartney / Postcop_MA / R/processed_data.csv",1,-0.140305673927915,0.0434782608695652,"from_dataset",1,1,"effect_size_group2",-0.139392195268147,"Calos",1998,"Paternity of offspring in multiply-mated female crickets: The effect of nuptial food gifts and the advantage of mating first","1",1,1,NA,"Gryllodes_sigillatus","Insecta",4,1,NA,4,"Not clear how males were housed",1,"based on Table 1",1,1,NA,1,"Selected males with either small or large spermatophores",1,1,4,"males split into large and small spermatophore groups but ejaculates not directly measured from each male",1,6,NA,5,"selected males ofsmale body size",1,NA,1,NA,NA,"independent",NA,NA,NA,NA,NA,NA,NA,NA,0.66,13,0.216333077,0.06,0.61,13,0.216333077,0.06,"Table 1","compared when large and small gift males were the first to mate",-0.139392195268147,NA,NA,NA,NA,-0.139392195268147,26,4.79583152331272,0.140305673927915,"GitHub","Postcop_MA","main",NA
"gh_elmacartney_Postcop_MA_R_processed_data.csv","elmacartney","R/processed_data.csv","elmacartney / Postcop_MA / R/processed_data.csv",2,0.11223173794877,0.0434782608695652,"from_dataset",2,2,"effect_size_group2",0.111762877832042,"Calos",1998,"Paternity of offspring in multiply-mated female crickets: The effect of nuptial food gifts and the advantage of mating first","1",1,2,NA,"Gryllodes_sigillatus","Insecta",4,2,NA,4,"Not clear how males were housed",1,"based on Table 1",1,1,NA,1,"Selected males with either small or large spermatophores",1,1,4,"males split into large and small spermatophore groups but ejaculates not directly measured from each male",1,6,NA,5,"selected males ofsmale body size",1,NA,1,NA,NA,"independent",NA,NA,NA,NA,NA,NA,NA,NA,0.34,13,0.216333077,0.06,0.38,13,0.216333077,0.06,"Table 1","compared with large and smal gift males were the second to mate",0.111762877832042,NA,NA,NA,NA,0.111762877832042,26,4.79583152331272,0.11223173794877,"GitHub","Postcop_MA","main",NA
"gh_elmacartney_Postcop_MA_R_processed_data.csv","elmacartney","R/processed_data.csv","elmacartney / Postcop_MA / R/processed_data.csv",3,0.968886820693517,0.166666666666667,"from_dataset",3,4,"effect_size_F",0.748214701511293,"Yeates",2009,"Atlantic salmon eggs favour sperm in competition that have similar major histocompatibility alleles","2",2,3,NA,"Salmo_salar","Actinopterygii",2,3,NA,3,NA,5,NA,2,1,NA,1,NA,1,1,1,NA,2,4,NA,1,NA,1,NA,1,NA,"nine pairs of males","dependent",NA,NA,NA,NA,NA,8.86,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"in text",NA,NA,NA,NA,0.748214701511293,NA,0.748214701511293,9,2.44948974278318,0.968886820693517,"GitHub","Postcop_MA","main",NA
"gh_elmacartney_Postcop_MA_R_processed_data.csv","elmacartney","R/processed_data.csv","elmacartney / Postcop_MA / R/processed_data.csv",4,0.41180003447869,0.0238095238095238,"from_dataset",4,5,"Corr_r",0.39,"Rosengrave",2016,"Cryptic female choice enhances fertilization success and embryo survival in Chinook Salmon","3",3,4,NA,"Oncorhynchus_tshawytscha","Actinopterygii",2,3,NA,3,NA,5,NA,2,1,NA,1,NA,1,1,2,NA,2,4,"difference in VAP between males",1,NA,1,NA,1,NA,"90 trials with 28 individuals, but each trial was a different combination of individuals","dependent",0.39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Table 1; Fig 1 (metadigitise)",NA,NA,NA,NA,NA,NA,0.39,45,6.48074069840786,0.41180003447869,"GitHub","Postcop_MA","main",NA
"gh_elmacartney_Postcop_MA_R_processed_data.csv","elmacartney","R/processed_data.csv","elmacartney / Postcop_MA / R/processed_data.csv",5,0.423648930193602,0.0588235294117647,"from_dataset",5,6,"Corr_r",0.4,"Evans",2013,"Delineating the roles of males and females in sperm competition","4",4,5,NA,"Oncorhynchus_tshawytscha","Actinopterygii",2,3,NA,3,NA,5,NA,2,1,NA,1,NA,1,1,2,NA,2,4,NA,5,"body size in model",1,NA,1,NA,"Taken from Fig. 3. High velocity - low velocity","independent",0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Fig. 3",NA,NA,NA,NA,NA,NA,0.4,20,4.12310562561766,0.423648930193602,"GitHub","Postcop_MA","main",NA
"gh_elmacartney_Postcop_MA_R_processed_data.csv","elmacartney","R/processed_data.csv","elmacartney / Postcop_MA / R/processed_data.csv",6,0.211079993340167,0.0588235294117647,"from_dataset",6,7,"Corr_r",0.208,"Kahrl",2015,"Diet affects ejaculate traits in a lizard with condition-dependent fertilization success","5",5,6,NA,"Anolis_sagrei","Reptilia",2,1,NA,2,NA,3,"based on Fig.4",1,1,NA,6,"A mixtured of dietary manipulations and natural variation",1,3,2,NA,1,1,NA,1,NA,1,NA,1,NA,NA,"independent",0.208,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Authors sent correlations",NA,NA,NA,NA,NA,NA,0.208,20,4.12310562561766,0.211079993340167,"GitHub","Postcop_MA","main",NA
"gh_elmacartney_Postcop_MA_R_processed_data.csv","elmacartney","R/processed_data.csv","elmacartney / Postcop_MA / R/processed_data.csv",7,-0.169607861283482,0.0588235294117647,"from_dataset",7,8,"Corr_r",-0.168,"Kahrl",2015,"Diet affects ejaculate traits in a lizard with condition-dependent fertilization success","5",5,6,NA,"Anolis_sagrei","Reptilia",2,1,NA,2,NA,3,"based on Fig.4",1,1,NA,6,"A mixtured of dietary manipulations and natural variation",1,3,2,NA,1,3,"head",1,NA,1,NA,1,NA,NA,"independent",-0.168,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Authors sent correlations",NA,NA,NA,NA,NA,NA,-0.168,20,4.12310562561766,0.169607861283482,"GitHub","Postcop_MA","main",NA
"gh_elmacartney_Postcop_MA_R_processed_data.csv","elmacartney","R/processed_data.csv","elmacartney / Postcop_MA / R/processed_data.csv",8,-0.124641469758623,0.0588235294117647,"from_dataset",8,9,"Corr_r",-0.124,"Kahrl",2015,"Diet affects ejaculate traits in a lizard with condition-dependent fertilization success","5",5,6,NA,"Anolis_sagrei","Reptilia",2,1,NA,2,NA,3,"based on Fig.4",1,1,NA,6,"A mixtured of dietary manipulations and natural variation",1,3,2,NA,1,3,"midpiece",1,NA,1,NA,1,NA,NA,"independent",-0.124,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Authors sent correlations",NA,NA,NA,NA,NA,NA,-0.124,20,4.12310562561766,0.124641469758623,"GitHub","Postcop_MA","main",NA
"gh_elmacartney_Postcop_MA_R_processed_data.csv","elmacartney","R/processed_data.csv","elmacartney / Postcop_MA / R/processed_data.csv",9,0.221555353862266,0.0588235294117647,"from_dataset",9,10,"Corr_r",0.218,"Kahrl",2015,"Diet affects ejaculate traits in a lizard with condition-dependent fertilization success","5",5,6,NA,"Anolis_sagrei","Reptilia",2,1,NA,2,NA,3,"based on Fig.4",1,1,NA,6,"A mixtured of dietary manipulations and natural variation",1,3,2,NA,1,3,"tail",1,NA,1,NA,1,NA,NA,"independent",0.218,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Authors sent correlations",NA,NA,NA,NA,NA,NA,0.218,20,4.12310562561766,0.221555353862266,"GitHub","Postcop_MA","main",NA
"gh_elmacartney_Postcop_MA_R_processed_data.csv","elmacartney","R/processed_data.csv","elmacartney / Postcop_MA / R/processed_data.csv",10,-0.284429816936887,0.0588235294117647,"from_dataset",10,11,"Corr_r",-0.277,"Kahrl",2015,"Diet affects ejaculate traits in a lizard with condition-dependent fertilization success","5",5,6,NA,"Anolis_sagrei","Reptilia",2,2,NA,2,NA,3,"based on Fig.4",1,1,NA,6,"A mixtured of dietary manipulations and natural variation",1,3,2,NA,1,3,"midpiece",1,NA,1,NA,1,NA,NA,"independent",-0.277,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Authors sent correlations",NA,NA,NA,NA,NA,NA,-0.277,20,4.12310562561766,0.284429816936887,"GitHub","Postcop_MA","main",NA
