z,v
0.320999999993486,0.0285714285714286
0.192000000020508,0.0357142857142857
0.266000000018938,0.0344827586206897
0.254999999960692,0.0416666666666667
0.287999999958832,0.05
0.161000000006311,0.0227272727272727
0.485000000025529,0.0303030303030303
0.54899999999384,0.0303030303030303
0.376999999969833,0.0344827586206897
0.233999999984885,0.0344827586206897
0.447999999988512,0.0526315789473684
0.376999999969833,0.0384615384615385
0.171999999979103,0.0175438596491228
0.182000000043655,0.0256410256410256
0.224000000015112,0.0126582278481013
0.576000000024996,0.0303030303030303
0.0299999999611449,0.0103092783505155
-0.0799999998881559,0.0161290322580645
0.266000000018938,0.025
0.0299999999611449,0.0142857142857143
0.212999999972368,0.012987012987013
0.447999999988512,0.0117647058823529
0.43599999996571,0.0175438596491228
0.485000000025529,0.0212765957446809
0.212999999972368,0.0192307692307692
0.365000000040299,0.0161290322580645
0.298999999971207,0.0078740157480315
0.43599999996571,0.0181818181818182
0.171999999979103,0.0208333333333333
0.298999999971207,0.0147058823529412
0.692999999963557,0.027027027027027
0.141000000040687,0.0333333333333333
0.647999999933747,0.0434782608695652
0.309999999947618,0.0238095238095238
0.141000000040687,0.032258064516129
0.120999999983372,0.0172413793103448
0.120999999983372,0.0163934426229508
0.287999999958832,0.037037037037037
0.141000000040687,0.0149253731343284
0.471999999980826,0.0256410256410256
0.287999999958832,0.0232558139534884
0.182000000043655,0.0175438596491228
0.120999999983372,0.03125
0.829000000084152,0.0285714285714286
0.212999999972368,0.0114942528735632
0.171999999979103,0.0333333333333333
0.245000000014666,0.0144927536231884
-0.192000000227972,0.0232558139534884
0.20300000003183,0.0185185185185185
0.320999999993486,0.0344827586206897
-0.0799999998881559,0.0158730158730159
0.254999999960692,0.0208333333333333
0.20300000003183,0.01
0.141000000040687,0.0212765957446809
0.212999999972368,0.0384615384615385
0.447999999988512,0.00680272108843537
0.224000000015112,0.0163934426229508
0.287999999958832,0.0212765957446809
0.563000000000655,0.0217391304347826
0.353999999986994,0.005
0.287999999958832,0.00917431192660551
0.509999999957598,0.0222222222222222
0.496999999950569,0.0344827586206897
0.266000000018938,0.0212765957446809
0.485000000025529,0.0208333333333333
0.266000000018938,0.00409836065573771
0.266000000018938,0.0204081632653061
0.266000000018938,0.0169491525423729
0.266000000018938,0.0212765957446809
0.496999999950569,0.0125
0.151000000019263,0.0208333333333333
0.131000000018636,0.010752688172043
0.0500000000422254,0.0128205128205128
0.245000000014666,0.0208333333333333
0.365000000040299,0.00961538461538462
0.411999999950918,0.0138888888888889
0.0999999999747938,0.0175438596491228
0.523000000033283,0.0125
0.725000000049749,0.0185185185185185
0.0999999999747938,0.0212765957446809
0.245000000014666,0.0217391304347826
0.0399999999888186,0.0263157894736842
0.309999999947618,0.0333333333333333
0.320999999993486,0.0277777777777778
0.320999999993486,0.0181818181818182
0.20300000003183,0.004
0.388000000024784,0.0212765957446809
0.365000000040299,0.0192307692307692
0.365000000040299,0.0208333333333333
0.0799999999887973,0.0185185185185185
0.109999999985395,0.010989010989011
0.0999999999747938,0.0147058823529412
0.411999999950918,0.0166666666666667
0.353999999986994,0.0208333333333333
0.423999999977286,0.0178571428571429
0.342999999982506,0.0104166666666667
0.287999999958832,0.00216919739696312
0.376999999969833,0.0192307692307692
0.233999999984885,0.00719424460431655
0.171999999979103,0.0204081632653061
0.423999999977286,0.0204081632653061
0.245000000014666,0.0181818181818182
0.109999999985395,0.0113636363636364
0.423999999977286,0.0188679245283019
0.309999999947618,0.0138888888888889
0.161000000006311,0.0185185185185185
0.509999999957598,0.0131578947368421
0.161000000006311,0.02
0.365000000040299,0.0204081632653061
0.266000000018938,0.0212765957446809
0.342999999982506,0.00833333333333333
0.54899999999384,0.0128205128205128
0.353999999986994,0.037037037037037
0.388000000024784,0.0101010101010101
0.161000000006311,0.0227272727272727
0.212999999972368,0.0212765957446809
-0.0600000004725536,0.02
0.342999999982506,0.0208333333333333
0.509999999957598,0.0212765957446809
0.40000000005233,0.0188679245283019
0.0999999999747938,0.0212765957446809
-0.0900000002548934,0.0140845070422535
0.471999999980826,0.0149253731343284
0.0699999999834904,0.0208333333333333
0.287999999958832,0.0166666666666667
0.447999999988512,0.0128205128205128
0.342999999982506,0.0357142857142857
0.353999999986994,0.00476190476190476
0.0899999999524569,0.0144927536231884
0.365000000040299,0.0172413793103448
