"dataset_id","source_pkg","source_object","source_title","slab","yi","vi","measure","authors","year","trt","ni","precision","abs_yi","source","repo","branch","repo_license"
"metadat_dat.hasselblad1998","metadat","dat.hasselblad1998","Studies on the Effectiveness of Counseling for Smoking Cessation",1,-2.16867267540778,0.0148577235772358,"PLO","Reid et al.",1974,"no_contact",731,8.20396620906666,2.16867267540778,"CRAN",NA,NA,"CRAN"
"metadat_dat.hasselblad1998","metadat","dat.hasselblad1998","Studies on the Effectiveness of Counseling for Smoking Cessation",2,0.0336166107989848,0.00560382378564197,"PLO","Reid et al.",1974,"ind_counseling",714,13.3585021552543,0.0336166107989848,"CRAN",NA,NA,"CRAN"
"metadat_dat.hasselblad1998","metadat","dat.hasselblad1998","Studies on the Effectiveness of Counseling for Smoking Cessation",3,-2.67797274586493,0.118744698897371,"PLO","Cottraux et al.",1983,"no_contact",140,2.90196977438232,2.67797274586493,"CRAN",NA,NA,"CRAN"
"metadat_dat.hasselblad1998","metadat","dat.hasselblad1998","Studies on the Effectiveness of Counseling for Smoking Cessation",4,-1.62667971886861,0.0520252694165738,"PLO","Cottraux et al.",1983,"ind_counseling",140,4.38422496815898,1.62667971886861,"CRAN",NA,NA,"CRAN"
"metadat_dat.hasselblad1998","metadat","dat.hasselblad1998","Studies on the Effectiveness of Counseling for Smoking Cessation",5,-2.54944517092557,0.1078125,"PLO","Cottraux et al.",1983,"grp_counseling",138,3.04554795050752,2.54944517092557,"CRAN",NA,NA,"CRAN"
"metadat_dat.hasselblad1998","metadat","dat.hasselblad1998","Studies on the Effectiveness of Counseling for Smoking Cessation",6,-3.95124371858143,0.509615384615385,"PLO","Slama et al.",1990,"no_contact",106,1.40080839194495,3.95124371858143,"CRAN",NA,NA,"CRAN"
"metadat_dat.hasselblad1998","metadat","dat.hasselblad1998","Studies on the Effectiveness of Counseling for Smoking Cessation",7,-3.0808900818943,0.116213151927438,"PLO","Slama et al.",1990,"ind_counseling",205,2.93340724223223,3.0808900818943,"CRAN",NA,NA,"CRAN"
"metadat_dat.hasselblad1998","metadat","dat.hasselblad1998","Studies on the Effectiveness of Counseling for Smoking Cessation",8,-2.1360011172481,0.0192780391881452,"PLO","Jamrozik et al.",1984,"no_contact",549,7.20225627468684,2.1360011172481,"CRAN",NA,NA,"CRAN"
"metadat_dat.hasselblad1998","metadat","dat.hasselblad1998","Studies on the Effectiveness of Counseling for Smoking Cessation",9,-1.72035259536182,0.00497469629176387,"PLO","Jamrozik et al.",1984,"ind_counseling",1561,14.1780568698514,1.72035259536182,"CRAN",NA,NA,"CRAN"
"metadat_dat.hasselblad1998","metadat","dat.hasselblad1998","Studies on the Effectiveness of Counseling for Smoking Cessation",10,-4.20469261939097,2.02985074626866,"PLO","Rabkin et al.",1984,"no_contact",33,0.701888209634219,4.20469261939097,"CRAN",NA,NA,"CRAN"
"metadat_dat.hasselblad1998","metadat","dat.hasselblad1998","Studies on the Effectiveness of Counseling for Smoking Cessation",11,-1.46633706879343,0.136752136752137,"PLO","Rabkin et al.",1984,"ind_counseling",48,2.70416345659799,1.46633706879343,"CRAN",NA,NA,"CRAN"
"metadat_dat.hasselblad1998","metadat","dat.hasselblad1998","Studies on the Effectiveness of Counseling for Smoking Cessation",12,-0.371563556432483,0.0844827586206897,"PLO","Decker and Evans",1989,"self_help",49,3.44045559394066,0.371563556432483,"CRAN",NA,NA,"CRAN"
"metadat_dat.hasselblad1998","metadat","dat.hasselblad1998","Studies on the Effectiveness of Counseling for Smoking Cessation",13,-0.523248143764548,0.099537037037037,"PLO","Decker and Evans",1989,"ind_counseling",43,3.16962326277225,0.523248143764548,"CRAN",NA,NA,"CRAN"
"metadat_dat.hasselblad1998","metadat","dat.hasselblad1998","Studies on the Effectiveness of Counseling for Smoking Cessation",14,-3.47609868983527,0.343642611683849,"PLO","Richmond et al.",1986,"no_contact",100,1.7058722109232,3.47609868983527,"CRAN",NA,NA,"CRAN"
"metadat_dat.hasselblad1998","metadat","dat.hasselblad1998","Studies on the Effectiveness of Counseling for Smoking Cessation",15,-0.77070541490582,0.0471834376504574,"PLO","Richmond et al.",1986,"ind_counseling",98,4.60368086980629,0.77070541490582,"CRAN",NA,NA,"CRAN"
"metadat_dat.hasselblad1998","metadat","dat.hasselblad1998","Studies on the Effectiveness of Counseling for Smoking Cessation",16,-3.40119738166216,1.03333333333333,"PLO","Leung",1991,"no_contact",31,0.983738753675929,3.40119738166216,"CRAN",NA,NA,"CRAN"
"metadat_dat.hasselblad1998","metadat","dat.hasselblad1998","Studies on the Effectiveness of Counseling for Smoking Cessation",17,-0.976009966575777,0.0529542920847269,"PLO","Leung",1991,"ind_counseling",95,4.34559668242645,0.976009966575777,"CRAN",NA,NA,"CRAN"
"metadat_dat.hasselblad1998","metadat","dat.hasselblad1998","Studies on the Effectiveness of Counseling for Smoking Cessation",18,-1.8067973465926,0.105834464043419,"PLO","Mothersill et al.",1988,"self_help",78,3.07387669705828,1.8067973465926,"CRAN",NA,NA,"CRAN"
"metadat_dat.hasselblad1998","metadat","dat.hasselblad1998","Studies on the Effectiveness of Counseling for Smoking Cessation",19,-1.80555279136039,0.0970319634703196,"PLO","Mothersill et al.",1988,"ind_counseling",85,3.2102776130642,1.80555279136039,"CRAN",NA,NA,"CRAN"
"metadat_dat.hasselblad1998","metadat","dat.hasselblad1998","Studies on the Effectiveness of Counseling for Smoking Cessation",20,-1.58146406039169,0.0415749572022499,"PLO","Mothersill et al.",1988,"grp_counseling",170,4.90437979529222,1.58146406039169,"CRAN",NA,NA,"CRAN"
"metadat_dat.hasselblad1998","metadat","dat.hasselblad1998","Studies on the Effectiveness of Counseling for Smoking Cessation",21,-1.70474809223843,0.196969696969697,"PLO","Langford et al.",1983,"no_contact",39,2.25320284859643,1.70474809223843,"CRAN",NA,NA,"CRAN"
