"dataset_id","source_pkg","source_object","source_title","slab","yi","vi","measure","x","contrast","estimate","zratio","pvalue","precision","abs_yi","source","repo","branch","repo_license"
"gh_s-spillias_AI_Extraction_Data_qeff_dataframe.csv","s-spillias","Data/qeff_dataframe.csv","s-spillias / AI_Extraction / Data/qeff_dataframe.csv",1,0.397134151664987,0.00177166323474007,"estimate",1,"Which country was the study conducted in - (Provide some background as to the drivers and/or motivators of community-based fisheries management.)",0.397134151664987,9.43510308554586,9.98090499138016e-14,23.7579745936962,0.397134151664987,"GitHub","AI_Extraction","main","MIT"
"gh_s-spillias_AI_Extraction_Data_qeff_dataframe.csv","s-spillias","Data/qeff_dataframe.csv","s-spillias / AI_Extraction / Data/qeff_dataframe.csv",2,0.464224945403537,0.0024865879424869,"estimate",2,"Which country was the study conducted in - What management mechanisms are used",0.464224945403537,9.30950441241833,1.13686837721616e-13,20.0538650595906,0.464224945403537,"GitHub","AI_Extraction","main","MIT"
"gh_s-spillias_AI_Extraction_Data_qeff_dataframe.csv","s-spillias","Data/qeff_dataframe.csv","s-spillias / AI_Extraction / Data/qeff_dataframe.csv",3,0.596768887190714,0.00234851380489149,"estimate",3,"Which country was the study conducted in - (Which groups of people are involved in the management as part of the CBFM case-studies)",0.596768887190714,12.3142967279546,0,20.6349509705912,0.596768887190714,"GitHub","AI_Extraction","main","MIT"
"gh_s-spillias_AI_Extraction_Data_qeff_dataframe.csv","s-spillias","Data/qeff_dataframe.csv","s-spillias / AI_Extraction / Data/qeff_dataframe.csv",4,0.277746523436907,0.00234851380489149,"estimate",4,"Which country was the study conducted in - (What benefits of Community-Based Fisheries Management are reported in this case study)",0.277746523436907,5.73128589337274,5.44909352639955e-07,20.6349509705912,0.277746523436907,"GitHub","AI_Extraction","main","MIT"
"gh_s-spillias_AI_Extraction_Data_qeff_dataframe.csv","s-spillias","Data/qeff_dataframe.csv","s-spillias / AI_Extraction / Data/qeff_dataframe.csv",5,0.505019250709635,0.0023485138048915,"estimate",5,"Which country was the study conducted in - What are the indicators of success of CBFM",0.505019250709635,10.421047477598,1.13353770814228e-13,20.6349509705912,0.505019250709635,"GitHub","AI_Extraction","main","MIT"
"gh_s-spillias_AI_Extraction_Data_qeff_dataframe.csv","s-spillias","Data/qeff_dataframe.csv","s-spillias / AI_Extraction / Data/qeff_dataframe.csv",6,0.474575229106065,0.00177166323474007,"estimate",6,"Which country was the study conducted in - How was the data on benefits collected",0.474575229106065,11.2749462358994,1.70974345792274e-14,23.7579745936962,0.474575229106065,"GitHub","AI_Extraction","main","MIT"
"gh_s-spillias_AI_Extraction_Data_qeff_dataframe.csv","s-spillias","Data/qeff_dataframe.csv","s-spillias / AI_Extraction / Data/qeff_dataframe.csv",7,0.345927136348963,0.00234851380489149,"estimate",7,"Which country was the study conducted in - (What are the reported barriers to success of Community-Based Fisheries Management)",0.345927136348963,7.13818949795787,5.20711251894568e-11,20.6349509705912,0.345927136348963,"GitHub","AI_Extraction","main","MIT"
"gh_s-spillias_AI_Extraction_Data_qeff_dataframe.csv","s-spillias","Data/qeff_dataframe.csv","s-spillias / AI_Extraction / Data/qeff_dataframe.csv",8,0.255470736649329,0.0024865879424869,"estimate",8,"Which country was the study conducted in - Guidelines for future implementation of CBFM",0.255470736649329,5.12317567943984,1.62075850355103e-05,20.0538650595906,0.255470736649329,"GitHub","AI_Extraction","main","MIT"
"gh_s-spillias_AI_Extraction_Data_qeff_dataframe.csv","s-spillias","Data/qeff_dataframe.csv","s-spillias / AI_Extraction / Data/qeff_dataframe.csv",9,0.529428819850647,0.0023485138048915,"estimate",9,"Which country was the study conducted in - How does the community monitor the system they are managing",0.529428819850647,10.9247377400361,1.02806652080289e-13,20.6349509705912,0.529428819850647,"GitHub","AI_Extraction","main","MIT"
"gh_s-spillias_AI_Extraction_Data_qeff_dataframe.csv","s-spillias","Data/qeff_dataframe.csv","s-spillias / AI_Extraction / Data/qeff_dataframe.csv",10,0.563941809632194,0.0023485138048915,"estimate",10,"Which country was the study conducted in - How does the community make decisions",0.563941809632194,11.6369115920268,0,20.6349509705912,0.563941809632194,"GitHub","AI_Extraction","main","MIT"
"gh_s-spillias_AI_Extraction_Data_qeff_dataframe.csv","s-spillias","Data/qeff_dataframe.csv","s-spillias / AI_Extraction / Data/qeff_dataframe.csv",11,0.0670907937385499,0.00247908044326902,"estimate",11,"(Provide some background as to the drivers and/or motivators of community-based fisheries management.) - What management mechanisms are used",0.0670907937385499,1.34746539389254,0.960374463297183,20.0842070693568,0.0670907937385499,"GitHub","AI_Extraction","main","MIT"
"gh_s-spillias_AI_Extraction_Data_qeff_dataframe.csv","s-spillias","Data/qeff_dataframe.csv","s-spillias / AI_Extraction / Data/qeff_dataframe.csv",12,0.199634735525727,0.00234099858572683,"estimate",12,"(Provide some background as to the drivers and/or motivators of community-based fisheries management.) - (Which groups of people are involved in the management as part of the CBFM case-studies)",0.199634735525727,4.12605994332756,0.00183575390172441,20.6680462318435,0.199634735525727,"GitHub","AI_Extraction","main","MIT"
"gh_s-spillias_AI_Extraction_Data_qeff_dataframe.csv","s-spillias","Data/qeff_dataframe.csv","s-spillias / AI_Extraction / Data/qeff_dataframe.csv",13,-0.11938762822808,0.00234099858572684,"estimate",13,"(Provide some background as to the drivers and/or motivators of community-based fisheries management.) - (What benefits of Community-Based Fisheries Management are reported in this case study)",-0.11938762822808,-2.46750901972809,0.323797668731791,20.6680462318434,0.11938762822808,"GitHub","AI_Extraction","main","MIT"
"gh_s-spillias_AI_Extraction_Data_qeff_dataframe.csv","s-spillias","Data/qeff_dataframe.csv","s-spillias / AI_Extraction / Data/qeff_dataframe.csv",14,0.107885099044647,0.00234099858572684,"estimate",14,"(Provide some background as to the drivers and/or motivators of community-based fisheries management.) - What are the indicators of success of CBFM",0.107885099044647,2.22977421478178,0.483321751504639,20.6680462318434,0.107885099044647,"GitHub","AI_Extraction","main","MIT"
"gh_s-spillias_AI_Extraction_Data_qeff_dataframe.csv","s-spillias","Data/qeff_dataframe.csv","s-spillias / AI_Extraction / Data/qeff_dataframe.csv",15,0.0774410774410774,0.00176710575412209,"estimate",15,"(Provide some background as to the drivers and/or motivators of community-based fisheries management.) - How was the data on benefits collected",0.0774410774410774,1.84221416013663,0.754769512544181,23.7885915461122,0.0774410774410774,"GitHub","AI_Extraction","main","MIT"
"gh_s-spillias_AI_Extraction_Data_qeff_dataframe.csv","s-spillias","Data/qeff_dataframe.csv","s-spillias / AI_Extraction / Data/qeff_dataframe.csv",16,-0.0512070153160242,0.00234099858572684,"estimate",16,"(Provide some background as to the drivers and/or motivators of community-based fisheries management.) - (What are the reported barriers to success of Community-Based Fisheries Management)",-0.0512070153160242,-1.0583489599463,0.993405578598157,20.6680462318434,0.0512070153160242,"GitHub","AI_Extraction","main","MIT"
"gh_s-spillias_AI_Extraction_Data_qeff_dataframe.csv","s-spillias","Data/qeff_dataframe.csv","s-spillias / AI_Extraction / Data/qeff_dataframe.csv",17,-0.141663415015658,0.00247908044326902,"estimate",17,"(Provide some background as to the drivers and/or motivators of community-based fisheries management.) - Guidelines for future implementation of CBFM",-0.141663415015658,-2.84519736132671,0.141173706682158,20.0842070693568,0.141663415015658,"GitHub","AI_Extraction","main","MIT"
"gh_s-spillias_AI_Extraction_Data_qeff_dataframe.csv","s-spillias","Data/qeff_dataframe.csv","s-spillias / AI_Extraction / Data/qeff_dataframe.csv",18,0.13229466818566,0.00234099858572684,"estimate",18,"(Provide some background as to the drivers and/or motivators of community-based fisheries management.) - How does the community monitor the system they are managing",0.13229466818566,2.73427231828761,0.184498678047227,20.6680462318434,0.13229466818566,"GitHub","AI_Extraction","main","MIT"
"gh_s-spillias_AI_Extraction_Data_qeff_dataframe.csv","s-spillias","Data/qeff_dataframe.csv","s-spillias / AI_Extraction / Data/qeff_dataframe.csv",19,0.166807657967207,0.00234099858572684,"estimate",19,"(Provide some background as to the drivers and/or motivators of community-based fisheries management.) - How does the community make decisions",0.166807657967207,3.44758838669176,0.0239928820711783,20.6680462318434,0.166807657967207,"GitHub","AI_Extraction","main","MIT"
"gh_s-spillias_AI_Extraction_Data_qeff_dataframe.csv","s-spillias","Data/qeff_dataframe.csv","s-spillias / AI_Extraction / Data/qeff_dataframe.csv",20,0.132543941787177,0.00247860306602534,"estimate",20,"What management mechanisms are used - (Which groups of people are involved in the management as part of the CBFM case-studies)",0.132543941787177,2.66229631383303,0.21721015991954,20.0861410784646,0.132543941787177,"GitHub","AI_Extraction","main","MIT"
"gh_s-spillias_AI_Extraction_Data_qeff_dataframe.csv","s-spillias","Data/qeff_dataframe.csv","s-spillias / AI_Extraction / Data/qeff_dataframe.csv",21,-0.18647842196663,0.00247860306602534,"estimate",21,"What management mechanisms are used - (What benefits of Community-Based Fisheries Management are reported in this case study)",-0.18647842196663,-3.74563189171118,0.00831816377043049,20.0861410784646,0.18647842196663,"GitHub","AI_Extraction","main","MIT"
"gh_s-spillias_AI_Extraction_Data_qeff_dataframe.csv","s-spillias","Data/qeff_dataframe.csv","s-spillias / AI_Extraction / Data/qeff_dataframe.csv",22,0.0407943053060973,0.00247860306602534,"estimate",22,"What management mechanisms are used - What are the indicators of success of CBFM",0.0407943053060973,0.819400171576227,0.999225759880081,20.0861410784646,0.0407943053060973,"GitHub","AI_Extraction","main","MIT"
"gh_s-spillias_AI_Extraction_Data_qeff_dataframe.csv","s-spillias","Data/qeff_dataframe.csv","s-spillias / AI_Extraction / Data/qeff_dataframe.csv",23,0.0103502837025275,0.00247908044326902,"estimate",23,"What management mechanisms are used - How was the data on benefits collected",0.0103502837025275,0.207877241108151,0.999999998434846,20.0842070693568,0.0103502837025275,"GitHub","AI_Extraction","main","MIT"
"gh_s-spillias_AI_Extraction_Data_qeff_dataframe.csv","s-spillias","Data/qeff_dataframe.csv","s-spillias / AI_Extraction / Data/qeff_dataframe.csv",24,-0.118297809054574,0.00247860306602534,"estimate",24,"What management mechanisms are used - (What are the reported barriers to success of Community-Based Fisheries Management)",-0.118297809054574,-2.37614648194344,0.382028286496825,20.0861410784646,0.118297809054574,"GitHub","AI_Extraction","main","MIT"
"gh_s-spillias_AI_Extraction_Data_qeff_dataframe.csv","s-spillias","Data/qeff_dataframe.csv","s-spillias / AI_Extraction / Data/qeff_dataframe.csv",25,-0.208754208754208,0.00176710575412209,"estimate",25,"What management mechanisms are used - Guidelines for future implementation of CBFM",-0.208754208754208,-4.96596860558569,3.66472332671286e-05,23.7885915461122,0.208754208754208,"GitHub","AI_Extraction","main","MIT"
"gh_s-spillias_AI_Extraction_Data_qeff_dataframe.csv","s-spillias","Data/qeff_dataframe.csv","s-spillias / AI_Extraction / Data/qeff_dataframe.csv",26,0.06520387444711,0.00247860306602534,"estimate",26,"What management mechanisms are used - How does the community monitor the system they are managing",0.06520387444711,1.30969422100714,0.967439805463479,20.0861410784646,0.06520387444711,"GitHub","AI_Extraction","main","MIT"
"gh_s-spillias_AI_Extraction_Data_qeff_dataframe.csv","s-spillias","Data/qeff_dataframe.csv","s-spillias / AI_Extraction / Data/qeff_dataframe.csv",27,0.0997168642286569,0.00247860306602534,"estimate",27,"What management mechanisms are used - How does the community make decisions",0.0997168642286569,2.0029270027989,0.646979487790671,20.0861410784646,0.0997168642286569,"GitHub","AI_Extraction","main","MIT"
"gh_s-spillias_AI_Extraction_Data_qeff_dataframe.csv","s-spillias","Data/qeff_dataframe.csv","s-spillias / AI_Extraction / Data/qeff_dataframe.csv",28,-0.319022363753807,0.00234051870341665,"estimate",28,"(Which groups of people are involved in the management as part of the CBFM case-studies) - (What benefits of Community-Based Fisheries Management are reported in this case study)",-0.319022363753807,-6.59424487624761,2.34871599946729e-09,20.6701649334417,0.319022363753807,"GitHub","AI_Extraction","main","MIT"
"gh_s-spillias_AI_Extraction_Data_qeff_dataframe.csv","s-spillias","Data/qeff_dataframe.csv","s-spillias / AI_Extraction / Data/qeff_dataframe.csv",29,-0.0917496364810794,0.00234051870341664,"estimate",29,"(Which groups of people are involved in the management as part of the CBFM case-studies) - What are the indicators of success of CBFM",-0.0917496364810794,-1.89648011864723,0.719893944890638,20.6701649334417,0.0917496364810794,"GitHub","AI_Extraction","main","MIT"
"gh_s-spillias_AI_Extraction_Data_qeff_dataframe.csv","s-spillias","Data/qeff_dataframe.csv","s-spillias / AI_Extraction / Data/qeff_dataframe.csv",30,-0.122193658084649,0.00234099858572683,"estimate",30,"(Which groups of people are involved in the management as part of the CBFM case-studies) - How was the data on benefits collected",-0.122193658084649,-2.5255041745316,0.28940543492366,20.6680462318435,0.122193658084649,"GitHub","AI_Extraction","main","MIT"
"gh_s-spillias_AI_Extraction_Data_qeff_dataframe.csv","s-spillias","Data/qeff_dataframe.csv","s-spillias / AI_Extraction / Data/qeff_dataframe.csv",31,-0.250841750841751,0.00176710575412209,"estimate",31,"(Which groups of people are involved in the management as part of the CBFM case-studies) - (What are the reported barriers to success of Community-Based Fisheries Management)",-0.250841750841751,-5.96717195348605,1.32280524534067e-07,23.7885915461122,0.250841750841751,"GitHub","AI_Extraction","main","MIT"
