"dataset_id","source_pkg","source_object","source_title","slab","yi","vi","measure","x","rownames","phylum","class","order","family","genus","species","interceptest","interceptse","intercepttval","xinterceptpval","xinterceptpvalpadj","sex","group","est","tval","pval","pvalpadj","raball","rabwin0","rabwin1","diffbtw","diffwin","effect","overlap","direct","precision","abs_yi","source","repo","branch","repo_license"
"gh_lijingdi_sex-difference-microbiome-meta-analysis_results_both.sig.csv","lijingdi","results/both.sig.csv","lijingdi / sex-difference-microbiome-meta-analysis / results/both.sig.csv",1,0.635346020808045,0.735060178755508,"effect",1,"e78a758dd0cf4ecdeec205371b241817","Firmicutes","Clostridia","Oscillospirales","Oscillospiraceae","Oscillibacter","unidentified",0.597994296159827,0.360786511187186,1.68296385432372,0.16982828178011,1,"male","Smad3CRCSFBfecal",4.52521364518775,5.29136394523418,9.526007227985e-06,0.0225153317220958,1.03728170193418,0.678411577923669,6.57778040947656,5.06353787978332,7.46137616214716,0.635346020808045,0.264705887671908,"Positive",1.16637593900166,0.635346020808045,"GitHub","sex-difference-microbiome-meta-analysis","main",NA
"gh_lijingdi_sex-difference-microbiome-meta-analysis_results_both.sig.csv","lijingdi","results/both.sig.csv","lijingdi / sex-difference-microbiome-meta-analysis / results/both.sig.csv",2,-1.69806262020474,0.893541189443701,"effect",2,"08577b6aac2f5f6555ea43652073b45e","Firmicutes","Clostridia","Oscillospirales","Oscillospiraceae","uncultured","uncultured_bacterium",5.57162359716739,0.668409002573911,8.99380087856339,0.000110414529014741,0.00830753046425782,"male","Pectin",-6.71407205757765,-7.45367823905637,2.3560963290899e-05,0.00779363904728442,4.18000364791687,4.78347438727384,-0.405036576645013,-5.18900379013713,2.96753028078022,-1.69806262020474,0.0253921488823485,"Negative",1.05789535817683,1.69806262020474,"GitHub","sex-difference-microbiome-meta-analysis","main",NA
"gh_lijingdi_sex-difference-microbiome-meta-analysis_results_both.sig.csv","lijingdi","results/both.sig.csv","lijingdi / sex-difference-microbiome-meta-analysis / results/both.sig.csv",3,-1.50332571807568,2.15949557122363,"effect",3,"0b0494e8514853f77d926100320d2cf2","Firmicutes","Clostridia","Oscillospirales","[Eubacterium]_coprostanoligenes_group","[Eubacterium]_coprostanoligenes_group","uncultured_bacterium",7.06580710196821,1.03910913075183,7.00441647487211,4.14376645373317e-06,0.00133782554488467,"male","Pectin",-8.03138005054179,-5.60828676350282,7.80865793662214e-05,0.0260729232329196,5.04363288322959,6.7724302128341,-0.388918460771691,-7.3758323605064,4.60987292700879,-1.50332571807568,0.0878910335387965,"Negative",0.680493280503593,1.50332571807568,"GitHub","sex-difference-microbiome-meta-analysis","main",NA
"gh_lijingdi_sex-difference-microbiome-meta-analysis_results_both.sig.csv","lijingdi","results/both.sig.csv","lijingdi / sex-difference-microbiome-meta-analysis / results/both.sig.csv",4,1.17796769073829,1.47484886619641,"effect",4,"102ebfe1ea2610313d56c3442f02c3b7","Verrucomicrobiota","Verrucomicrobiae","Verrucomicrobiales","Akkermansiaceae","Akkermansia",NA,7.99379972432996,0.858734203987594,9.31363055775875,5.43746183482192e-10,1.9209366055691e-07,"male","Pectin",7.58330464012197,6.24556882311611,9.76586186614163e-07,0.000352742629469855,12.7925926358622,11.8180355223068,15.9975473684125,4.03523971096613,3.43286930196758,1.17796769073829,0.0506830004475135,"Positive",0.823429156429366,1.17796769073829,"GitHub","sex-difference-microbiome-meta-analysis","main",NA
"gh_lijingdi_sex-difference-microbiome-meta-analysis_results_both.sig.csv","lijingdi","results/both.sig.csv","lijingdi / sex-difference-microbiome-meta-analysis / results/both.sig.csv",5,4.47486286876096,2.04626510721552,"effect",5,"37a90abf181b684611b3eabfd5dfa715","Proteobacteria","Gammaproteobacteria","Enterobacterales","Morganellaceae","Proteus",NA,2.55662901148158,1.01150015007797,2.62946143930526,0.0269514758870035,0.935922560095471,"male","Pectin",11.254596184289,8.1757462881542,1.10052059091132e-06,0.000395391247017854,2.55592594568706,1.74774272046557,13.743296849175,12.2566107259014,2.70872334816383,4.47486286876096,0.000137056276785441,"Positive",0.699067401158605,4.47486286876096,"GitHub","sex-difference-microbiome-meta-analysis","main",NA
"gh_lijingdi_sex-difference-microbiome-meta-analysis_results_both.sig.csv","lijingdi","results/both.sig.csv","lijingdi / sex-difference-microbiome-meta-analysis / results/both.sig.csv",6,-1.3411807323119,1.51508473053945,"effect",6,"46f43d3fe417eb537a1c421542cd3fbc","Firmicutes","Clostridia","Lachnospirales","Lachnospiraceae","Lachnospiraceae_NK4A136_group","Lachnospiraceae_bacterium",8.91742981734594,0.870369097147715,10.7097541959014,1.03538325901024e-07,3.44397963021173e-05,"male","Fiberfree",-10.8552737242475,-9.14854882241495,5.93904066020084e-07,0.000214706210727739,5.72262114458557,8.71157644216371,-1.27847209779824,-9.09961776829148,6.21864836449719,-1.3411807323119,0.105263489677621,"Negative",0.81242174556037,1.3411807323119,"GitHub","sex-difference-microbiome-meta-analysis","main",NA
"gh_lijingdi_sex-difference-microbiome-meta-analysis_results_both.sig.csv","lijingdi","results/both.sig.csv","lijingdi / sex-difference-microbiome-meta-analysis / results/both.sig.csv",7,-0.823402777763091,1.51508473053947,"effect",7,"46f43d3fe417eb537a1c421542cd3fbc","Firmicutes","Clostridia","Lachnospirales","Lachnospiraceae","Lachnospiraceae_NK4A136_group","Lachnospiraceae_bacterium",8.91742981734594,0.870369097147715,10.7097541959014,1.03538325901024e-07,3.44397963021173e-05,"male","Pectin",-8.95113501384099,-7.51122388818887,1.34137317353566e-06,0.000469892064169674,5.72262114458557,8.71157644216371,0.558305088793771,-6.84189776182446,7.0564961322326,-0.823402777763091,0.25195322959305,"Negative",0.812421745560364,0.823402777763091,"GitHub","sex-difference-microbiome-meta-analysis","main",NA
"gh_lijingdi_sex-difference-microbiome-meta-analysis_results_both.sig.csv","lijingdi","results/both.sig.csv","lijingdi / sex-difference-microbiome-meta-analysis / results/both.sig.csv",8,2.77944286674389,2.28514947822415,"effect",8,"4f0327d92b133d32fecd7992814c7398","Firmicutes","Clostridia","Lachnospirales","Lachnospiraceae","Hungatella",NA,-2.67924576736525,1.06891287723185,-2.52560335479778,0.0693197261517941,0.879361136499244,"male","Pectin",12.1216705861189,8.25732615127356,3.58445908081059e-07,0.000129308944754043,-0.568688644569296,-1.65993199955022,10.2177236978837,11.3715127212302,4.01536827181278,2.77944286674389,0.000137056276785441,"Positive",0.661519564641912,2.77944286674389,"GitHub","sex-difference-microbiome-meta-analysis","main",NA
"gh_lijingdi_sex-difference-microbiome-meta-analysis_results_both.sig.csv","lijingdi","results/both.sig.csv","lijingdi / sex-difference-microbiome-meta-analysis / results/both.sig.csv",9,2.42311825980339,2.34872725415279,"effect",9,"6384780b6f2772d3125d3179601767fb","Firmicutes","Clostridia","Lachnospirales","Lachnospiraceae","Lachnoclostridium",NA,-2.01482182314103,1.08368059273773,-1.86086573090175,0.165024633556731,0.954620733722978,"male","Pectin",11.5617426009139,7.72965035023794,2.89328674815792e-06,0.00103514728142896,0.828927419757427,-0.305808045284799,10.7546164510109,10.5314763190013,4.57304563914107,2.42311825980339,0.000137056276785441,"Positive",0.652504793317528,2.42311825980339,"GitHub","sex-difference-microbiome-meta-analysis","main",NA
"gh_lijingdi_sex-difference-microbiome-meta-analysis_results_both.sig.csv","lijingdi","results/both.sig.csv","lijingdi / sex-difference-microbiome-meta-analysis / results/both.sig.csv",10,-1.9551838865409,1.3352110231747,"effect",10,"681b8604b8939af77212d71fee9731cd","Firmicutes","Clostridia","Lachnospirales","Lachnospiraceae","Blautia","Lachnospiraceae_bacterium",7.31622883077592,0.817071301409705,9.2483707708016,1.12707473634518e-07,3.75434542409893e-05,"male","Pectin",-8.53934624810581,-7.52266925977927,9.66621774706189e-07,0.000338823030730235,6.18823573504247,7.42241586749879,-0.478809864855462,-8.65692092350375,4.228619038793,-1.9551838865409,0.0155970383678886,"Negative",0.865416249434493,1.9551838865409,"GitHub","sex-difference-microbiome-meta-analysis","main",NA
"gh_lijingdi_sex-difference-microbiome-meta-analysis_results_both.sig.csv","lijingdi","results/both.sig.csv","lijingdi / sex-difference-microbiome-meta-analysis / results/both.sig.csv",11,-1.79150475798105,0.724091014161991,"effect",11,"82c25eb50099d3b163d4c2a939f8e0c8","Firmicutes","Clostridia","Oscillospirales","Oscillospiraceae","Colidextribacter",NA,7.08591947332107,0.601702174735138,12.6269924553678,6.77786388618963e-08,2.25498912010511e-05,"male","Pectin",-6.53682733301276,-8.06306186259878,2.77334595931607e-06,0.000956072303456635,5.64407998924023,6.0776316297225,1.37364508758406,-4.9428445144058,2.74428782314145,-1.79150475798105,0.00197273405648325,"Negative",1.17517737325415,1.79150475798105,"GitHub","sex-difference-microbiome-meta-analysis","main",NA
"gh_lijingdi_sex-difference-microbiome-meta-analysis_results_both.sig.csv","lijingdi","results/both.sig.csv","lijingdi / sex-difference-microbiome-meta-analysis / results/both.sig.csv",12,-2.42860597503127,0.652002298471123,"effect",12,"b0d5a4ec8e74ac4c6cb4ecb9406183d8","Firmicutes","Bacilli","Lactobacillales","Lactobacillaceae","Lactobacillus",NA,11.0386621419444,0.570965103343069,19.3400849366576,1.11484639830764e-17,4.05768560891583e-15,"male","Cellulose",-4.58788303651737,-5.68377413296472,4.68734418807536e-06,0.00170833192446079,10.5028687650739,11.2991173010888,6.57218853075146,-4.8581892785955,1.9765819513122,-2.42860597503127,0.000137056276785441,"Negative",1.23844132863174,2.42860597503127,"GitHub","sex-difference-microbiome-meta-analysis","main",NA
"gh_lijingdi_sex-difference-microbiome-meta-analysis_results_both.sig.csv","lijingdi","results/both.sig.csv","lijingdi / sex-difference-microbiome-meta-analysis / results/both.sig.csv",13,-1.42127779820257,0.141010350793752,"effect",13,"b39c338f5e964b6cb87e07f10badc6c4","Firmicutes","Bacilli","Lactobacillales","Streptococcaceae","Lactococcus","Lactococcus_lactis",12.7497546227891,0.265528106604321,48.065882827433,2.77781486028023e-28,1.01562462410445e-25,"male","Pectin",-2.20938807397601,-5.88903440763604,3.06741783868102e-06,0.00108122147190223,11.8340654119811,12.9432487714286,10.371003050615,-2.2987466190731,1.54311301330665,-1.42127779820257,0.0683599136177293,"Negative",2.66302046223773,1.42127779820257,"GitHub","sex-difference-microbiome-meta-analysis","main",NA
"gh_lijingdi_sex-difference-microbiome-meta-analysis_results_both.sig.csv","lijingdi","results/both.sig.csv","lijingdi / sex-difference-microbiome-meta-analysis / results/both.sig.csv",14,-1.95935428069474,0.887786487981238,"effect",14,"b558365592f7a8d645f69873f6cda354","Firmicutes","Clostridia","Oscillospirales","Oscillospiraceae","uncultured","uncultured_bacterium",6.55094229394604,0.666253138071874,10.5005527061986,3.20458378851464e-07,0.000103153374914072,"male","Pectin",-6.94041086330964,-7.6253631416847,2.10681264495999e-06,0.00071683277415641,6.1478665362255,6.56217285454042,-0.00234726199668067,-6.53774782885598,3.25808446788689,-1.95935428069474,0.00780229535531487,"Negative",1.06131850010178,1.95935428069474,"GitHub","sex-difference-microbiome-meta-analysis","main",NA
"gh_lijingdi_sex-difference-microbiome-meta-analysis_results_both.sig.csv","lijingdi","results/both.sig.csv","lijingdi / sex-difference-microbiome-meta-analysis / results/both.sig.csv",15,-2.23891147391269,2.0003252100877,"effect",15,"b5df6b3e09aba5b4c07aaa7690198885","Deferribacterota","Deferribacteres","Deferribacterales","Deferribacteraceae","Mucispirillum","uncultured_bacterium",8.65199419490784,1.00008129921714,8.8365597919752,1.58484655584558e-07,5.27191528460633e-05,"male","Pectin",-10.0168199903334,-7.13705608204066,6.10004511078857e-07,0.000214610130205382,6.90150388933069,7.67930871097275,-0.580707316732049,-9.00114199715644,4.01425626054306,-2.23891147391269,0.000137056276785441,"Negative",0.707049298632087,2.23891147391269,"GitHub","sex-difference-microbiome-meta-analysis","main",NA
"gh_lijingdi_sex-difference-microbiome-meta-analysis_results_both.sig.csv","lijingdi","results/both.sig.csv","lijingdi / sex-difference-microbiome-meta-analysis / results/both.sig.csv",16,-2.65232903082456,2.33489007579906,"effect",16,"46f43d3fe417eb537a1c421542cd3fbc","Firmicutes","Clostridia","Lachnospirales","Lachnospiraceae","Lachnospiraceae_NK4A136_group","Lachnospiraceae_bacterium",8.56190445749199,1.08048370552245,8.24524551270106,5.13878828280333e-06,0.00166711395366563,"female","Fiberfree",-10.589632158405,-7.14948076181519,2.50020468531061e-05,0.00859998309987265,8.13847393878857,8.77279789743286,-1.34358526856874,-10.2701071924554,3.62488184640166,-2.65232903082456,0.0371104044131793,"Negative",0.654435395529298,2.65232903082456,"GitHub","sex-difference-microbiome-meta-analysis","main",NA
"gh_lijingdi_sex-difference-microbiome-meta-analysis_results_both.sig.csv","lijingdi","results/both.sig.csv","lijingdi / sex-difference-microbiome-meta-analysis / results/both.sig.csv",17,2.59841429614994,1.23996757599853,"effect",17,"26c9f4f844da09bdd5c1603be193969c","Bacteroidota","Bacteroidia","Bacteroidales","Tannerellaceae",NA,NA,0.933042128600697,0.935559314055831,1.17668977241563,0.358011188043845,0.98744286153885,"male","E2supplemented",7.63721593550572,7.07787949060479,6.30958954093083e-05,0.0100523420223453,4.4747352732337,3.7071902812051,8.5243598585571,4.83846480856042,1.85658825302171,2.59841429614994,9.13750277142236e-05,"Positive",0.898038251337071,2.59841429614994,"GitHub","sex-difference-microbiome-meta-analysis","main",NA
"gh_lijingdi_sex-difference-microbiome-meta-analysis_results_both.sig.csv","lijingdi","results/both.sig.csv","lijingdi / sex-difference-microbiome-meta-analysis / results/both.sig.csv",18,-2.42077351764584,1.4102730031692,"effect",18,"345535d4ed4035878ec4c449d3a3a09d","Bacteroidota","Bacteroidia","Bacteroidales","Muribaculaceae","Muribaculaceae","uncultured_bacterium",6.61519108833196,0.997740861028799,6.84902543609216,1.35083813046166e-05,0.0112398073887792,"male","E2supplemented",-7.63879966130126,-6.55759641848055,5.01174018828661e-06,0.00500618237216642,7.18644326737394,7.93635535778633,-0.454049523639631,-8.08886001973211,3.41300478527253,-2.42077351764584,0.00131516467999653,"Negative",0.842070404484069,2.42077351764584,"GitHub","sex-difference-microbiome-meta-analysis","main",NA
"gh_lijingdi_sex-difference-microbiome-meta-analysis_results_both.sig.csv","lijingdi","results/both.sig.csv","lijingdi / sex-difference-microbiome-meta-analysis / results/both.sig.csv",19,-2.83591824128305,1.34682438849918,"effect",19,"42813a7ac2260688d1e5def012a3bf78","Bacteroidota","Bacteroidia","Bacteroidales","Muribaculaceae","Muribaculaceae","uncultured_bacterium",8.8074428578006,0.975038239430821,9.25886665722055,4.7113751194605e-09,4.73597073527293e-06,"male","E2supplemented",-9.35449659135461,-8.17909563113096,1.11700048013169e-08,1.12868955283018e-05,8.29042345356422,9.27180048829299,0.0499654365772262,-9.28922901769371,3.33597010864912,-2.83591824128305,9.13750277142236e-05,"Negative",0.861677026028488,2.83591824128305,"GitHub","sex-difference-microbiome-meta-analysis","main",NA
