"dataset_id","source_pkg","source_object","source_title","slab","yi","vi","measure","treatexp","logor","selogor","bleedexp","nexp","bleedplac","nplac","precision","abs_yi","source","repo","branch","repo_license"
"meta_Pagliaro1992","meta","Pagliaro1992","Meta-analysis on Prevention of First Bleeding in Cirrhosis",1,-2.2531697334307,0.637027606539802,"logor","Beta-blocker",-2.2531697334307,0.79814009205139,2,43,13,41,1.25291287827653,2.2531697334307,"CRAN",NA,NA,"CRAN"
"meta_Pagliaro1992","meta","Pagliaro1992","Meta-analysis on Prevention of First Bleeding in Cirrhosis",2,-0.532027831416594,0.254051504051504,"logor","Sclerotherapy",-0.532027831416594,0.504035221042641,9,42,13,41,1.98398833702814,0.532027831416594,"CRAN",NA,NA,"CRAN"
"meta_Pagliaro1992","meta","Pagliaro1992","Meta-analysis on Prevention of First Bleeding in Cirrhosis",3,-0.0278569545029662,0.195062705655926,"logor","Beta-blocker",-0.0278569545029662,0.441659037783589,12,68,13,72,2.26419005262153,0.0278569545029662,"CRAN",NA,NA,"CRAN"
"meta_Pagliaro1992","meta","Pagliaro1992","Meta-analysis on Prevention of First Bleeding in Cirrhosis",4,-0.0168071183163813,0.187461973055193,"logor","Sclerotherapy",-0.0168071183163813,0.432968789932015,13,73,13,72,2.30963529763201,0.0168071183163813,"CRAN",NA,NA,"CRAN"
"meta_Pagliaro1992","meta","Pagliaro1992","Meta-analysis on Prevention of First Bleeding in Cirrhosis",5,-0.287682072451781,0.645833333333333,"logor","Beta-blocker",-0.287682072451781,0.80363756341608,4,20,4,16,1.24434203367651,0.287682072451781,"CRAN",NA,NA,"CRAN"
"meta_Pagliaro1992","meta","Pagliaro1992","Meta-analysis on Prevention of First Bleeding in Cirrhosis",6,-0.575364144903562,0.106095679012346,"logor","Beta-blocker",-0.575364144903562,0.325723316654405,20,116,30,111,3.07009031552079,0.575364144903562,"CRAN",NA,NA,"CRAN"
"meta_Pagliaro1992","meta","Pagliaro1992","Meta-analysis on Prevention of First Bleeding in Cirrhosis",7,-2.12760494305846,1.15170763900346,"logor","Beta-blocker",-2.12760494305846,1.07317642491972,1,30,11,49,0.931813238512772,2.12760494305846,"CRAN",NA,NA,"CRAN"
"meta_Pagliaro1992","meta","Pagliaro1992","Meta-analysis on Prevention of First Bleeding in Cirrhosis",8,-0.424116224734265,0.287852087245414,"logor","Beta-blocker",-0.424116224734265,0.536518487328642,7,53,10,53,1.86386867110407,0.424116224734265,"CRAN",NA,NA,"CRAN"
"meta_Pagliaro1992","meta","Pagliaro1992","Meta-analysis on Prevention of First Bleeding in Cirrhosis",9,-0.687865055433528,0.119980372516358,"logor","Beta-blocker",-0.687865055433528,0.346381830522846,18,85,31,89,2.88698745684942,0.687865055433528,"CRAN",NA,NA,"CRAN"
"meta_Pagliaro1992","meta","Pagliaro1992","Meta-analysis on Prevention of First Bleeding in Cirrhosis",10,-1.90768893623512,0.636317254174397,"logor","Beta-blocker",-1.90768893623512,0.797694963112089,2,51,11,51,1.25361202745802,1.90768893623512,"CRAN",NA,NA,"CRAN"
"meta_Pagliaro1992","meta","Pagliaro1992","Meta-analysis on Prevention of First Bleeding in Cirrhosis",11,1.81373837594683,0.735144927536232,"logor","Beta-blocker",1.81373837594683,0.857405929263515,8,23,2,25,1.16630870614455,1.81373837594683,"CRAN",NA,NA,"CRAN"
"meta_Pagliaro1992","meta","Pagliaro1992","Meta-analysis on Prevention of First Bleeding in Cirrhosis",12,2.49349039347939,2.34246979074565,"logor","Sclerotherapy",2.49349039347939,1.53051291753636,4,18,0,19,0.65337573341732,2.49349039347939,"CRAN",NA,NA,"CRAN"
"meta_Pagliaro1992","meta","Pagliaro1992","Meta-analysis on Prevention of First Bleeding in Cirrhosis",13,-2.81910873787467,0.48146645021645,"logor","Sclerotherapy",-2.81910873787467,0.693877835224941,3,35,22,36,1.44117588029861,2.81910873787467,"CRAN",NA,NA,"CRAN"
"meta_Pagliaro1992","meta","Pagliaro1992","Meta-analysis on Prevention of First Bleeding in Cirrhosis",14,-2.58809088602323,0.296419437340153,"logor","Sclerotherapy",-2.58809088602323,0.544444154473306,5,56,30,53,1.83673567212306,2.58809088602323,"CRAN",NA,NA,"CRAN"
"meta_Pagliaro1992","meta","Pagliaro1992","Meta-analysis on Prevention of First Bleeding in Cirrhosis",15,-0.0953101798043249,0.540909090909091,"logor","Sclerotherapy",-0.0953101798043249,0.73546522073385,5,16,6,18,1.3596836013567,0.0953101798043249,"CRAN",NA,NA,"CRAN"
"meta_Pagliaro1992","meta","Pagliaro1992","Meta-analysis on Prevention of First Bleeding in Cirrhosis",16,-1.52939520476056,0.571367521367521,"logor","Sclerotherapy",-1.52939520476056,0.755888564120083,3,23,9,22,1.32294632762976,1.52939520476056,"CRAN",NA,NA,"CRAN"
"meta_Pagliaro1992","meta","Pagliaro1992","Meta-analysis on Prevention of First Bleeding in Cirrhosis",17,-1.96562789031095,0.216149611565571,"logor","Sclerotherapy",-1.96562789031095,0.46491893010026,11,49,31,46,2.15091263284192,1.96562789031095,"CRAN",NA,NA,"CRAN"
"meta_Pagliaro1992","meta","Pagliaro1992","Meta-analysis on Prevention of First Bleeding in Cirrhosis",18,1.15267950993839,0.212762297901617,"logor","Sclerotherapy",1.15267950993839,0.461261637144925,19,53,9,60,2.16796698331495,1.15267950993839,"CRAN",NA,NA,"CRAN"
"meta_Pagliaro1992","meta","Pagliaro1992","Meta-analysis on Prevention of First Bleeding in Cirrhosis",19,-0.482041607805215,0.154474610356963,"logor","Sclerotherapy",-0.482041607805215,0.39303258180075,17,53,26,60,2.54431832449696,0.482041607805215,"CRAN",NA,NA,"CRAN"
"meta_Pagliaro1992","meta","Pagliaro1992","Meta-analysis on Prevention of First Bleeding in Cirrhosis",20,-1.4867051470518,0.17587620124364,"logor","Sclerotherapy",-1.4867051470518,0.419375966459263,10,71,29,69,2.38449525003274,1.4867051470518,"CRAN",NA,NA,"CRAN"
