"dataset_id","source_pkg","source_object","source_title","slab","yi","vi","measure","x","protein","variable","estimate","pval","agegroup","pstars","precision","abs_yi","source","repo","branch","repo_license"
"gh_Brodinlab_newborn-seeding-reaction_output_cytof_gee_cytof.csv","Brodinlab","output/cytof/gee_cytof.csv","Brodinlab / newborn-seeding-reaction / output/cytof/gee_cytof.csv",1,-0.565570472857344,0.589531630771009,"estimate",1,"cytof_B.cells","bacteroidia_categoryHIGH",-0.565570472857344,0.230682065618775,"1w",NA,1.30240616750613,0.565570472857344,"GitHub","newborn-seeding-reaction","main",NA
"gh_Brodinlab_newborn-seeding-reaction_output_cytof_gee_cytof.csv","Brodinlab","output/cytof/gee_cytof.csv","Brodinlab / newborn-seeding-reaction / output/cytof/gee_cytof.csv",2,0.870720638873819,1.16771651698584,"estimate",2,"cytof_B.cells","bacteroidia_categoryMID",0.870720638873819,0.210188256731663,"1w",NA,0.925403821045043,0.870720638873819,"GitHub","newborn-seeding-reaction","main",NA
"gh_Brodinlab_newborn-seeding-reaction_output_cytof_gee_cytof.csv","Brodinlab","output/cytof/gee_cytof.csv","Brodinlab / newborn-seeding-reaction / output/cytof/gee_cytof.csv",3,-0.134696940155966,0.00652401760766982,"estimate",3,"cytof_Basophils","bacteroidia_categoryHIGH",-0.134696940155966,0.0476944208142751,"1w","*",12.3806212489826,0.134696940155966,"GitHub","newborn-seeding-reaction","main",NA
"gh_Brodinlab_newborn-seeding-reaction_output_cytof_gee_cytof.csv","Brodinlab","output/cytof/gee_cytof.csv","Brodinlab / newborn-seeding-reaction / output/cytof/gee_cytof.csv",4,-0.0769605424060186,0.00821867350629027,"estimate",4,"cytof_Basophils","bacteroidia_categoryMID",-0.0769605424060186,0.197962637842922,"1w",NA,11.0305999950214,0.0769605424060186,"GitHub","newborn-seeding-reaction","main",NA
"gh_Brodinlab_newborn-seeding-reaction_output_cytof_gee_cytof.csv","Brodinlab","output/cytof/gee_cytof.csv","Brodinlab / newborn-seeding-reaction / output/cytof/gee_cytof.csv",5,-6.80577789040036,7.63588751356077,"estimate",5,"cytof_CD4T","bacteroidia_categoryHIGH",-6.80577789040036,0.00689078316042957,"1w","**",0.361884714053777,6.80577789040036,"GitHub","newborn-seeding-reaction","main",NA
"gh_Brodinlab_newborn-seeding-reaction_output_cytof_gee_cytof.csv","Brodinlab","output/cytof/gee_cytof.csv","Brodinlab / newborn-seeding-reaction / output/cytof/gee_cytof.csv",6,-6.59122772953232,8.60151338743802,"estimate",6,"cytof_CD4T","bacteroidia_categoryMID",-6.59122772953232,0.0123074843982095,"1w","*",0.34096717015776,6.59122772953232,"GitHub","newborn-seeding-reaction","main",NA
"gh_Brodinlab_newborn-seeding-reaction_output_cytof_gee_cytof.csv","Brodinlab","output/cytof/gee_cytof.csv","Brodinlab / newborn-seeding-reaction / output/cytof/gee_cytof.csv",7,-1.55010699013248,1.16923647868327,"estimate",7,"cytof_CD8T","bacteroidia_categoryHIGH",-1.55010699013248,0.075851467189846,"1w",NA,0.924802131049105,1.55010699013248,"GitHub","newborn-seeding-reaction","main",NA
"gh_Brodinlab_newborn-seeding-reaction_output_cytof_gee_cytof.csv","Brodinlab","output/cytof/gee_cytof.csv","Brodinlab / newborn-seeding-reaction / output/cytof/gee_cytof.csv",8,-1.87701672424501,1.07540413311912,"estimate",8,"cytof_CD8T","bacteroidia_categoryMID",-1.87701672424501,0.0351466925323647,"1w","*",0.964304402142556,1.87701672424501,"GitHub","newborn-seeding-reaction","main",NA
"gh_Brodinlab_newborn-seeding-reaction_output_cytof_gee_cytof.csv","Brodinlab","output/cytof/gee_cytof.csv","Brodinlab / newborn-seeding-reaction / output/cytof/gee_cytof.csv",9,-0.716498566210705,1.95243214042004,"estimate",9,"cytof_Eosinophils","bacteroidia_categoryHIGH",-0.716498566210705,0.304054149807552,"1w",NA,0.715668703686562,0.716498566210705,"GitHub","newborn-seeding-reaction","main",NA
"gh_Brodinlab_newborn-seeding-reaction_output_cytof_gee_cytof.csv","Brodinlab","output/cytof/gee_cytof.csv","Brodinlab / newborn-seeding-reaction / output/cytof/gee_cytof.csv",10,2.96929694469929,4.98550655360214,"estimate",10,"cytof_Eosinophils","bacteroidia_categoryMID",2.96929694469929,0.0917857017602379,"1w",NA,0.447863174665179,2.96929694469929,"GitHub","newborn-seeding-reaction","main",NA
