"dataset_id","source_pkg","source_object","source_title","slab","yi","vi","measure","x","lhs","op","rhs","est","pval","confint","est_sig","est_std","se_std","pval_std","confint_std","est_sig_std","label","precision","abs_yi","source","repo","branch","repo_license"
"gh_lhbikos_ReC_Psychometrics_Worked_Examples_bifacF_paramEsts.csv","lhbikos","Worked_Examples/bifacF_paramEsts.csv","lhbikos / ReC_Psychometrics / Worked_Examples/bifacF_paramEsts.csv",1,0.621,0.002025,"est",1,"Evals","=~","ClearResponsibilities",0.621,0,"[0.533, 0.708]","0.621***",0.786,0.034,0,"[0.720, 0.852]","0.786***","Evals.BY.ClearResponsibilities",22.2222222222222,0.621,"GitHub","ReC_Psychometrics","main",NA
"gh_lhbikos_ReC_Psychometrics_Worked_Examples_bifacF_paramEsts.csv","lhbikos","Worked_Examples/bifacF_paramEsts.csv","lhbikos / ReC_Psychometrics / Worked_Examples/bifacF_paramEsts.csv",2,0.637,0.002025,"est",2,"Evals","=~","EffectiveAnswers",0.637,0,"[0.549, 0.725]","0.637***",0.784,0.032,0,"[0.720, 0.847]","0.784***","Evals.BY.EffectiveAnswers",22.2222222222222,0.637,"GitHub","ReC_Psychometrics","main",NA
"gh_lhbikos_ReC_Psychometrics_Worked_Examples_bifacF_paramEsts.csv","lhbikos","Worked_Examples/bifacF_paramEsts.csv","lhbikos / ReC_Psychometrics / Worked_Examples/bifacF_paramEsts.csv",3,0.679,0.0025,"est",3,"Evals","=~","Feedback",0.679,0,"[0.580, 0.777]","0.679***",0.756,0.034,0,"[0.690, 0.822]","0.756***","Evals.BY.Feedback",20,0.679,"GitHub","ReC_Psychometrics","main",NA
"gh_lhbikos_ReC_Psychometrics_Worked_Examples_bifacF_paramEsts.csv","lhbikos","Worked_Examples/bifacF_paramEsts.csv","lhbikos / ReC_Psychometrics / Worked_Examples/bifacF_paramEsts.csv",4,0.798,0.003721,"est",4,"Evals","=~","ClearOrganization",0.798,0,"[0.679, 0.918]","0.798***",0.753,0.036,0,"[0.682, 0.824]","0.753***","Evals.BY.ClearOrganization",16.3934426229508,0.798,"GitHub","ReC_Psychometrics","main",NA
"gh_lhbikos_ReC_Psychometrics_Worked_Examples_bifacF_paramEsts.csv","lhbikos","Worked_Examples/bifacF_paramEsts.csv","lhbikos / ReC_Psychometrics / Worked_Examples/bifacF_paramEsts.csv",5,0.721,0.0049,"est",5,"Evals","=~","ClearPresentation",0.721,0,"[0.584, 0.858]","0.721***",0.613,0.039,0,"[0.536, 0.689]","0.613***","Evals.BY.ClearPresentation",14.2857142857143,0.721,"GitHub","ReC_Psychometrics","main",NA
"gh_lhbikos_ReC_Psychometrics_Worked_Examples_bifacF_paramEsts.csv","lhbikos","Worked_Examples/bifacF_paramEsts.csv","lhbikos / ReC_Psychometrics / Worked_Examples/bifacF_paramEsts.csv",6,0.293,0.001369,"est",6,"Evals","=~","ValObjectives",0.293,0,"[0.221, 0.365]","0.293***",0.488,0.051,0,"[0.388, 0.588]","0.488***","Evals.BY.ValObjectives",27.027027027027,0.293,"GitHub","ReC_Psychometrics","main",NA
"gh_lhbikos_ReC_Psychometrics_Worked_Examples_bifacF_paramEsts.csv","lhbikos","Worked_Examples/bifacF_paramEsts.csv","lhbikos / ReC_Psychometrics / Worked_Examples/bifacF_paramEsts.csv",7,0.496,0.002304,"est",7,"Evals","=~","IncrUnderstanding",0.496,0,"[0.401, 0.591]","0.496***",0.6,0.044,0,"[0.515, 0.686]","0.600***","Evals.BY.IncrUnderstanding",20.8333333333333,0.496,"GitHub","ReC_Psychometrics","main",NA
"gh_lhbikos_ReC_Psychometrics_Worked_Examples_bifacF_paramEsts.csv","lhbikos","Worked_Examples/bifacF_paramEsts.csv","lhbikos / ReC_Psychometrics / Worked_Examples/bifacF_paramEsts.csv",8,0.638,0.003025,"est",8,"Evals","=~","IncrInterest",0.638,0,"[0.530, 0.747]","0.638***",0.661,0.039,0,"[0.584, 0.738]","0.661***","Evals.BY.IncrInterest",18.1818181818182,0.638,"GitHub","ReC_Psychometrics","main",NA
"gh_lhbikos_ReC_Psychometrics_Worked_Examples_bifacF_paramEsts.csv","lhbikos","Worked_Examples/bifacF_paramEsts.csv","lhbikos / ReC_Psychometrics / Worked_Examples/bifacF_paramEsts.csv",9,0.643,0.002116,"est",9,"Evals","=~","MultPerspectives",0.643,0,"[0.553, 0.734]","0.643***",0.763,0.032,0,"[0.700, 0.825]","0.763***","Evals.BY.MultPerspectives",21.7391304347826,0.643,"GitHub","ReC_Psychometrics","main",NA
"gh_lhbikos_ReC_Psychometrics_Worked_Examples_bifacF_paramEsts.csv","lhbikos","Worked_Examples/bifacF_paramEsts.csv","lhbikos / ReC_Psychometrics / Worked_Examples/bifacF_paramEsts.csv",10,0.359,0.0016,"est",10,"Evals","=~","InclusvClassrm",0.359,0,"[0.282, 0.437]","0.359***",0.552,0.048,0,"[0.457, 0.647]","0.552***","Evals.BY.InclusvClassrm",25,0.359,"GitHub","ReC_Psychometrics","main",NA
"gh_lhbikos_ReC_Psychometrics_Worked_Examples_bifacF_paramEsts.csv","lhbikos","Worked_Examples/bifacF_paramEsts.csv","lhbikos / ReC_Psychometrics / Worked_Examples/bifacF_paramEsts.csv",11,0.286,0.002209,"est",11,"Evals","=~","DEIintegration",0.286,0,"[0.193, 0.378]","0.286***",0.386,0.057,0,"[0.274, 0.499]","0.386***","Evals.BY.DEIintegration",21.2765957446809,0.286,"GitHub","ReC_Psychometrics","main",NA
"gh_lhbikos_ReC_Psychometrics_Worked_Examples_bifacF_paramEsts.csv","lhbikos","Worked_Examples/bifacF_paramEsts.csv","lhbikos / ReC_Psychometrics / Worked_Examples/bifacF_paramEsts.csv",12,0.455,0.001296,"est",12,"Evals","=~","EquitableEval",0.455,0,"[0.385, 0.525]","0.455***",0.713,0.035,0,"[0.643, 0.783]","0.713***","Evals.BY.EquitableEval",27.7777777777778,0.455,"GitHub","ReC_Psychometrics","main",NA
"gh_lhbikos_ReC_Psychometrics_Worked_Examples_bifacF_paramEsts.csv","lhbikos","Worked_Examples/bifacF_paramEsts.csv","lhbikos / ReC_Psychometrics / Worked_Examples/bifacF_paramEsts.csv",13,0.394,0.0289,"est",13,"TradPed","=~","ClearResponsibilities",0.394,0.021,"[0.060, 0.728]","0.394*",0.498,0.215,0.021,"[0.076, 0.921]","0.498*","TradPed.BY.ClearResponsibilities",5.88235294117647,0.394,"GitHub","ReC_Psychometrics","main",NA
"gh_lhbikos_ReC_Psychometrics_Worked_Examples_bifacF_paramEsts.csv","lhbikos","Worked_Examples/bifacF_paramEsts.csv","lhbikos / ReC_Psychometrics / Worked_Examples/bifacF_paramEsts.csv",14,0.121,0.007396,"est",14,"TradPed","=~","EffectiveAnswers",0.121,0.16,"[-0.048, 0.289]","0.121",0.149,0.106,0.16,"[-0.058, 0.356]","0.149","TradPed.BY.EffectiveAnswers",11.6279069767442,0.121,"GitHub","ReC_Psychometrics","main",NA
"gh_lhbikos_ReC_Psychometrics_Worked_Examples_bifacF_paramEsts.csv","lhbikos","Worked_Examples/bifacF_paramEsts.csv","lhbikos / ReC_Psychometrics / Worked_Examples/bifacF_paramEsts.csv",15,0.085,0.006561,"est",15,"TradPed","=~","Feedback",0.085,0.294,"[-0.074, 0.245]","0.085",0.095,0.09,0.294,"[-0.082, 0.272]","0.095","TradPed.BY.Feedback",12.3456790123457,0.085,"GitHub","ReC_Psychometrics","main",NA
"gh_lhbikos_ReC_Psychometrics_Worked_Examples_bifacF_paramEsts.csv","lhbikos","Worked_Examples/bifacF_paramEsts.csv","lhbikos / ReC_Psychometrics / Worked_Examples/bifacF_paramEsts.csv",16,0.215,0.018496,"est",16,"TradPed","=~","ClearOrganization",0.215,0.114,"[-0.051, 0.482]","0.215",0.203,0.128,0.113,"[-0.048, 0.454]","0.203","TradPed.BY.ClearOrganization",7.35294117647059,0.215,"GitHub","ReC_Psychometrics","main",NA
"gh_lhbikos_ReC_Psychometrics_Worked_Examples_bifacF_paramEsts.csv","lhbikos","Worked_Examples/bifacF_paramEsts.csv","lhbikos / ReC_Psychometrics / Worked_Examples/bifacF_paramEsts.csv",17,0.118,0.012544,"est",17,"TradPed","=~","ClearPresentation",0.118,0.293,"[-0.102, 0.337]","0.118",0.1,0.095,0.293,"[-0.086, 0.287]","0.100","TradPed.BY.ClearPresentation",8.92857142857143,0.118,"GitHub","ReC_Psychometrics","main",NA
"gh_lhbikos_ReC_Psychometrics_Worked_Examples_bifacF_paramEsts.csv","lhbikos","Worked_Examples/bifacF_paramEsts.csv","lhbikos / ReC_Psychometrics / Worked_Examples/bifacF_paramEsts.csv",18,0.141,0.001849,"est",18,"Valued","=~","ValObjectives",0.141,0.001,"[0.056, 0.226]","0.141**",0.235,0.071,0.001,"[0.096, 0.374]","0.235***","Valued.BY.ValObjectives",23.2558139534884,0.141,"GitHub","ReC_Psychometrics","main",NA
"gh_lhbikos_ReC_Psychometrics_Worked_Examples_bifacF_paramEsts.csv","lhbikos","Worked_Examples/bifacF_paramEsts.csv","lhbikos / ReC_Psychometrics / Worked_Examples/bifacF_paramEsts.csv",19,0.385,0.006561,"est",19,"Valued","=~","IncrUnderstanding",0.385,0,"[0.226, 0.544]","0.385***",0.466,0.096,0,"[0.279, 0.654]","0.466***","Valued.BY.IncrUnderstanding",12.3456790123457,0.385,"GitHub","ReC_Psychometrics","main",NA
"gh_lhbikos_ReC_Psychometrics_Worked_Examples_bifacF_paramEsts.csv","lhbikos","Worked_Examples/bifacF_paramEsts.csv","lhbikos / ReC_Psychometrics / Worked_Examples/bifacF_paramEsts.csv",20,0.578,0.012321,"est",20,"Valued","=~","IncrInterest",0.578,0,"[0.359, 0.796]","0.578***",0.598,0.114,0,"[0.375, 0.821]","0.598***","Valued.BY.IncrInterest",9.00900900900901,0.578,"GitHub","ReC_Psychometrics","main",NA
"gh_lhbikos_ReC_Psychometrics_Worked_Examples_bifacF_paramEsts.csv","lhbikos","Worked_Examples/bifacF_paramEsts.csv","lhbikos / ReC_Psychometrics / Worked_Examples/bifacF_paramEsts.csv",21,0.226,0.002209,"est",21,"SCRPed","=~","MultPerspectives",0.226,0,"[0.134, 0.317]","0.226***",0.268,0.055,0,"[0.160, 0.375]","0.268***","SCRPed.BY.MultPerspectives",21.2765957446809,0.226,"GitHub","ReC_Psychometrics","main",NA
"gh_lhbikos_ReC_Psychometrics_Worked_Examples_bifacF_paramEsts.csv","lhbikos","Worked_Examples/bifacF_paramEsts.csv","lhbikos / ReC_Psychometrics / Worked_Examples/bifacF_paramEsts.csv",22,0.335,0.002601,"est",22,"SCRPed","=~","InclusvClassrm",0.335,0,"[0.235, 0.435]","0.335***",0.515,0.074,0,"[0.369, 0.660]","0.515***","SCRPed.BY.InclusvClassrm",19.6078431372549,0.335,"GitHub","ReC_Psychometrics","main",NA
"gh_lhbikos_ReC_Psychometrics_Worked_Examples_bifacF_paramEsts.csv","lhbikos","Worked_Examples/bifacF_paramEsts.csv","lhbikos / ReC_Psychometrics / Worked_Examples/bifacF_paramEsts.csv",23,0.574,0.005329,"est",23,"SCRPed","=~","DEIintegration",0.574,0,"[0.431, 0.717]","0.574***",0.775,0.092,0,"[0.596, 0.955]","0.775***","SCRPed.BY.DEIintegration",13.6986301369863,0.574,"GitHub","ReC_Psychometrics","main",NA
"gh_lhbikos_ReC_Psychometrics_Worked_Examples_bifacF_paramEsts.csv","lhbikos","Worked_Examples/bifacF_paramEsts.csv","lhbikos / ReC_Psychometrics / Worked_Examples/bifacF_paramEsts.csv",24,0.073,0.001296,"est",24,"SCRPed","=~","EquitableEval",0.073,0.045,"[0.002, 0.144]","0.073*",0.114,0.057,0.045,"[0.003, 0.226]","0.114*","SCRPed.BY.EquitableEval",27.7777777777778,0.073,"GitHub","ReC_Psychometrics","main",NA
"gh_lhbikos_ReC_Psychometrics_Worked_Examples_bifacF_paramEsts.csv","lhbikos","Worked_Examples/bifacF_paramEsts.csv","lhbikos / ReC_Psychometrics / Worked_Examples/bifacF_paramEsts.csv",25,0.852,0,"est",25,"ClearPresentation","~~","ClearPresentation",0.852,NA,"[0.852, 0.852]","0.852",0.615,0.043,0,"[0.530, 0.700]","0.615***","Variances.ClearPresentation",NA,0.852,"GitHub","ReC_Psychometrics","main",NA
"gh_lhbikos_ReC_Psychometrics_Worked_Examples_bifacF_paramEsts.csv","lhbikos","Worked_Examples/bifacF_paramEsts.csv","lhbikos / ReC_Psychometrics / Worked_Examples/bifacF_paramEsts.csv",26,0,0,"est",26,"Evals","~~","TradPed",0,NA,"[0.000, 0.000]","0.000",0,0,NA,"[0.000, 0.000]","0.000","Evals.WITH.TradPed",NA,0,"GitHub","ReC_Psychometrics","main",NA
"gh_lhbikos_ReC_Psychometrics_Worked_Examples_bifacF_paramEsts.csv","lhbikos","Worked_Examples/bifacF_paramEsts.csv","lhbikos / ReC_Psychometrics / Worked_Examples/bifacF_paramEsts.csv",27,0,0,"est",27,"Evals","~~","Valued",0,NA,"[0.000, 0.000]","0.000",0,0,NA,"[0.000, 0.000]","0.000","Evals.WITH.Valued",NA,0,"GitHub","ReC_Psychometrics","main",NA
"gh_lhbikos_ReC_Psychometrics_Worked_Examples_bifacF_paramEsts.csv","lhbikos","Worked_Examples/bifacF_paramEsts.csv","lhbikos / ReC_Psychometrics / Worked_Examples/bifacF_paramEsts.csv",28,0,0,"est",28,"Evals","~~","SCRPed",0,NA,"[0.000, 0.000]","0.000",0,0,NA,"[0.000, 0.000]","0.000","Evals.WITH.SCRPed",NA,0,"GitHub","ReC_Psychometrics","main",NA
"gh_lhbikos_ReC_Psychometrics_Worked_Examples_bifacF_paramEsts.csv","lhbikos","Worked_Examples/bifacF_paramEsts.csv","lhbikos / ReC_Psychometrics / Worked_Examples/bifacF_paramEsts.csv",29,0,0,"est",29,"TradPed","~~","Valued",0,NA,"[0.000, 0.000]","0.000",0,0,NA,"[0.000, 0.000]","0.000","TradPed.WITH.Valued",NA,0,"GitHub","ReC_Psychometrics","main",NA
"gh_lhbikos_ReC_Psychometrics_Worked_Examples_bifacF_paramEsts.csv","lhbikos","Worked_Examples/bifacF_paramEsts.csv","lhbikos / ReC_Psychometrics / Worked_Examples/bifacF_paramEsts.csv",30,0,0,"est",30,"TradPed","~~","SCRPed",0,NA,"[0.000, 0.000]","0.000",0,0,NA,"[0.000, 0.000]","0.000","TradPed.WITH.SCRPed",NA,0,"GitHub","ReC_Psychometrics","main",NA
