"dataset_id","source_pkg","source_object","source_title","slab","yi","vi","measure","ni","type","struct","precision","abs_yi","source","repo","branch","repo_license"
"metadat_dat.mcdaniel1994","metadat","dat.mcdaniel1994","Studies on the Validity of Employment Interviews",1,0,0.00833333333333333,"ZCOR",123,"j","s",10.9544511501033,0,"CRAN",NA,NA,"CRAN"
"metadat_dat.mcdaniel1994","metadat","dat.mcdaniel1994","Studies on the Validity of Employment Interviews",2,0.0600721559210316,0.0108695652173913,"ZCOR",95,"p","u",9.59166304662544,0.0600721559210316,"CRAN",NA,NA,"CRAN"
"metadat_dat.mcdaniel1994","metadat","dat.mcdaniel1994","Studies on the Validity of Employment Interviews",3,0.37688590118819,0.0151515151515152,"ZCOR",69,"j","s",8.12403840463596,0.37688590118819,"CRAN",NA,NA,"CRAN"
"metadat_dat.mcdaniel1994","metadat","dat.mcdaniel1994","Studies on the Validity of Employment Interviews",4,0.151140435936467,0.000546746856205577,"ZCOR",1832,"j","s",42.7668095606862,0.151140435936467,"CRAN",NA,NA,"CRAN"
"metadat_dat.mcdaniel1994","metadat","dat.mcdaniel1994","Studies on the Validity of Employment Interviews",5,0.140925576070494,0.0133333333333333,"ZCOR",78,"j","s",8.66025403784439,0.140925576070494,"CRAN",NA,NA,"CRAN"
"metadat_dat.mcdaniel1994","metadat","dat.mcdaniel1994","Studies on the Validity of Employment Interviews",6,0.0600721559210316,0.00306748466257669,"ZCOR",329,"j","s",18.0554700852678,0.0600721559210316,"CRAN",NA,NA,"CRAN"
"metadat_dat.mcdaniel1994","metadat","dat.mcdaniel1994","Studies on the Validity of Employment Interviews",7,0.0902441878561468,0.00666666666666667,"ZCOR",153,"j","s",12.2474487139159,0.0902441878561468,"CRAN",NA,NA,"CRAN"
"metadat_dat.mcdaniel1994","metadat","dat.mcdaniel1994","Studies on the Validity of Employment Interviews",8,0.423648930193602,0.0384615384615385,"ZCOR",29,"j","s",5.09901951359278,0.423648930193602,"CRAN",NA,NA,"CRAN"
"metadat_dat.mcdaniel1994","metadat","dat.mcdaniel1994","Studies on the Validity of Employment Interviews",9,0.41180003447869,0.0384615384615385,"ZCOR",29,"s","s",5.09901951359278,0.41180003447869,"CRAN",NA,NA,"CRAN"
"metadat_dat.mcdaniel1994","metadat","dat.mcdaniel1994","Studies on the Validity of Employment Interviews",10,0.140925576070494,0.00649350649350649,"ZCOR",157,"s","s",12.4096736459909,0.140925576070494,"CRAN",NA,NA,"CRAN"
"metadat_dat.mcdaniel1994","metadat","dat.mcdaniel1994","Studies on the Validity of Employment Interviews",11,0.37688590118819,0.00684931506849315,"ZCOR",149,"s","s",12.0830459735946,0.37688590118819,"CRAN",NA,NA,"CRAN"
"metadat_dat.mcdaniel1994","metadat","dat.mcdaniel1994","Studies on the Validity of Employment Interviews",12,0.287682072451781,0.0112359550561798,"ZCOR",92,"j","u",9.4339811320566,0.287682072451781,"CRAN",NA,NA,"CRAN"
"metadat_dat.mcdaniel1994","metadat","dat.mcdaniel1994","Studies on the Validity of Employment Interviews",13,0.725005087752999,0.0833333333333333,"ZCOR",15,"j","s",3.46410161513775,0.725005087752999,"CRAN",NA,NA,"CRAN"
"metadat_dat.mcdaniel1994","metadat","dat.mcdaniel1994","Studies on the Validity of Employment Interviews",14,0.0701146706543251,0.0833333333333333,"ZCOR",15,"j","u",3.46410161513775,0.0701146706543251,"CRAN",NA,NA,"CRAN"
"metadat_dat.mcdaniel1994","metadat","dat.mcdaniel1994","Studies on the Validity of Employment Interviews",15,0.181982688600706,0.00598802395209581,"ZCOR",170,"j","u",12.9228479833201,0.181982688600706,"CRAN",NA,NA,"CRAN"
"metadat_dat.mcdaniel1994","metadat","dat.mcdaniel1994","Studies on the Validity of Employment Interviews",16,0.447692023527421,0.0625,"ZCOR",19,"j","s",4,0.447692023527421,"CRAN",NA,NA,"CRAN"
"metadat_dat.mcdaniel1994","metadat","dat.mcdaniel1994","Studies on the Validity of Employment Interviews",17,0.0801713250375897,0.0625,"ZCOR",19,"j","u",4,0.0801713250375897,"CRAN",NA,NA,"CRAN"
"metadat_dat.mcdaniel1994","metadat","dat.mcdaniel1994","Studies on the Validity of Employment Interviews",18,0.181982688600706,0.0153846153846154,"ZCOR",68,"p","u",8.06225774829855,0.181982688600706,"CRAN",NA,NA,"CRAN"
"metadat_dat.mcdaniel1994","metadat","dat.mcdaniel1994","Studies on the Validity of Employment Interviews",19,0.459896681212679,0.0111111111111111,"ZCOR",93,"j","u",9.48683298050514,0.459896681212679,"CRAN",NA,NA,"CRAN"
"metadat_dat.mcdaniel1994","metadat","dat.mcdaniel1994","Studies on the Validity of Employment Interviews",20,0.0400213538367682,0.0185185185185185,"ZCOR",57,"j","u",7.34846922834953,0.0400213538367682,"CRAN",NA,NA,"CRAN"
"metadat_dat.mcdaniel1994","metadat","dat.mcdaniel1994","Studies on the Validity of Employment Interviews",21,-0.0400213538367682,0.012987012987013,"ZCOR",80,"p",NA,8.77496438739212,0.0400213538367682,"CRAN",NA,NA,"CRAN"
"metadat_dat.mcdaniel1994","metadat","dat.mcdaniel1994","Studies on the Validity of Employment Interviews",22,0.0500417292784913,0.02,"ZCOR",53,"p",NA,7.07106781186548,0.0500417292784913,"CRAN",NA,NA,"CRAN"
"metadat_dat.mcdaniel1994","metadat","dat.mcdaniel1994","Studies on the Validity of Employment Interviews",23,-0.140925576070494,0.0476190476190476,"ZCOR",24,"p",NA,4.58257569495584,0.140925576070494,"CRAN",NA,NA,"CRAN"
"metadat_dat.mcdaniel1994","metadat","dat.mcdaniel1994","Studies on the Validity of Employment Interviews",24,0.0500417292784913,0.0185185185185185,"ZCOR",57,"j","s",7.34846922834953,0.0500417292784913,"CRAN",NA,NA,"CRAN"
"metadat_dat.mcdaniel1994","metadat","dat.mcdaniel1994","Studies on the Validity of Employment Interviews",25,0.365443754271396,0.00367647058823529,"ZCOR",275,"j","s",16.4924225024706,0.365443754271396,"CRAN",NA,NA,"CRAN"
"metadat_dat.mcdaniel1994","metadat","dat.mcdaniel1994","Studies on the Validity of Employment Interviews",26,-0.0801713250375897,0.0238095238095238,"ZCOR",45,"p",NA,6.48074069840786,0.0801713250375897,"CRAN",NA,NA,"CRAN"
"metadat_dat.mcdaniel1994","metadat","dat.mcdaniel1994","Studies on the Validity of Employment Interviews",27,0.244774112659353,0.0131578947368421,"ZCOR",79,"p",NA,8.71779788708135,0.244774112659353,"CRAN",NA,NA,"CRAN"
"metadat_dat.mcdaniel1994","metadat","dat.mcdaniel1994","Studies on the Validity of Employment Interviews",28,0.161386696131526,0.00961538461538462,"ZCOR",107,"p",NA,10.1980390271856,0.161386696131526,"CRAN",NA,NA,"CRAN"
"metadat_dat.mcdaniel1994","metadat","dat.mcdaniel1994","Studies on the Validity of Employment Interviews",29,0.255412811882995,0.0357142857142857,"ZCOR",31,"j","u",5.29150262212918,0.255412811882995,"CRAN",NA,NA,"CRAN"
"metadat_dat.mcdaniel1994","metadat","dat.mcdaniel1994","Studies on the Validity of Employment Interviews",30,0.829114038301766,0.00247524752475248,"ZCOR",407,"j","s",20.0997512422418,0.829114038301766,"CRAN",NA,NA,"CRAN"
"metadat_dat.mcdaniel1994","metadat","dat.mcdaniel1994","Studies on the Validity of Employment Interviews",31,0.708921359427408,0.0123456790123457,"ZCOR",84,"j","s",9,0.708921359427408,"CRAN",NA,NA,"CRAN"
"metadat_dat.mcdaniel1994","metadat","dat.mcdaniel1994","Studies on the Validity of Employment Interviews",32,1.12702902604969,0.2,"ZCOR",8,"j","s",2.23606797749979,1.12702902604969,"CRAN",NA,NA,"CRAN"
"metadat_dat.mcdaniel1994","metadat","dat.mcdaniel1994","Studies on the Validity of Employment Interviews",33,2.64665241236225,0.333333333333333,"ZCOR",6,"j","s",1.73205080756888,2.64665241236225,"CRAN",NA,NA,"CRAN"
"metadat_dat.mcdaniel1994","metadat","dat.mcdaniel1994","Studies on the Validity of Employment Interviews",34,0.792813631870191,0.25,"ZCOR",7,"j","s",2,0.792813631870191,"CRAN",NA,NA,"CRAN"
"metadat_dat.mcdaniel1994","metadat","dat.mcdaniel1994","Studies on the Validity of Employment Interviews",35,0.484700278594052,0.111111111111111,"ZCOR",12,"j","s",3,0.484700278594052,"CRAN",NA,NA,"CRAN"
"metadat_dat.mcdaniel1994","metadat","dat.mcdaniel1994","Studies on the Validity of Employment Interviews",36,0.887183863258093,0.0909090909090909,"ZCOR",14,"j","s",3.3166247903554,0.887183863258093,"CRAN",NA,NA,"CRAN"
"metadat_dat.mcdaniel1994","metadat","dat.mcdaniel1994","Studies on the Validity of Employment Interviews",37,0.2768638226551,0.027027027027027,"ZCOR",40,"j","s",6.08276253029822,0.2768638226551,"CRAN",NA,NA,"CRAN"
"metadat_dat.mcdaniel1994","metadat","dat.mcdaniel1994","Studies on the Validity of Employment Interviews",38,-0.0200026673068496,0.027027027027027,"ZCOR",40,"j","s",6.08276253029822,0.0200026673068496,"CRAN",NA,NA,"CRAN"
"metadat_dat.mcdaniel1994","metadat","dat.mcdaniel1994","Studies on the Validity of Employment Interviews",39,0.298566263660178,0.0104166666666667,"ZCOR",99,"j","u",9.79795897113271,0.298566263660178,"CRAN",NA,NA,"CRAN"
"metadat_dat.mcdaniel1994","metadat","dat.mcdaniel1994","Studies on the Validity of Employment Interviews",40,0.130739850028878,0.0062111801242236,"ZCOR",164,"j","u",12.6885775404495,0.130739850028878,"CRAN",NA,NA,"CRAN"
"metadat_dat.mcdaniel1994","metadat","dat.mcdaniel1994","Studies on the Validity of Employment Interviews",41,0.0300090048631265,0.015625,"ZCOR",67,"j","u",8,0.0300090048631265,"CRAN",NA,NA,"CRAN"
"metadat_dat.mcdaniel1994","metadat","dat.mcdaniel1994","Studies on the Validity of Employment Interviews",42,0,0.0185185185185185,"ZCOR",57,"j","u",7.34846922834953,0,"CRAN",NA,NA,"CRAN"
"metadat_dat.mcdaniel1994","metadat","dat.mcdaniel1994","Studies on the Validity of Employment Interviews",43,0.0902441878561468,0.0212765957446809,"ZCOR",50,"j","s",6.85565460040104,0.0902441878561468,"CRAN",NA,NA,"CRAN"
"metadat_dat.mcdaniel1994","metadat","dat.mcdaniel1994","Studies on the Validity of Employment Interviews",44,-0.0300090048631265,0.00793650793650794,"ZCOR",129,"j","u",11.2249721603218,0.0300090048631265,"CRAN",NA,NA,"CRAN"
"metadat_dat.mcdaniel1994","metadat","dat.mcdaniel1994","Studies on the Validity of Employment Interviews",45,0.497311287572031,0.0217391304347826,"ZCOR",49,"s","s",6.78232998312527,0.497311287572031,"CRAN",NA,NA,"CRAN"
"metadat_dat.mcdaniel1994","metadat","dat.mcdaniel1994","Studies on the Validity of Employment Interviews",46,0.309519604203112,0.0166666666666667,"ZCOR",63,"s","s",7.74596669241483,0.309519604203112,"CRAN",NA,NA,"CRAN"
"metadat_dat.mcdaniel1994","metadat","dat.mcdaniel1994","Studies on the Validity of Employment Interviews",47,0.342828254415394,0.0188679245283019,"ZCOR",56,"s","s",7.28010988928052,0.342828254415394,"CRAN",NA,NA,"CRAN"
"metadat_dat.mcdaniel1994","metadat","dat.mcdaniel1994","Studies on the Validity of Employment Interviews",48,0.244774112659353,0.00425531914893617,"ZCOR",238,"p",NA,15.3297097167559,0.244774112659353,"CRAN",NA,NA,"CRAN"
"metadat_dat.mcdaniel1994","metadat","dat.mcdaniel1994","Studies on the Validity of Employment Interviews",49,0.758173744684044,0.0588235294117647,"ZCOR",20,"j","s",4.12310562561766,0.758173744684044,"CRAN",NA,NA,"CRAN"
"metadat_dat.mcdaniel1994","metadat","dat.mcdaniel1994","Studies on the Validity of Employment Interviews",50,0.120581028408444,0.00840336134453781,"ZCOR",122,"j","u",10.9087121146357,0.120581028408444,"CRAN",NA,NA,"CRAN"
"metadat_dat.mcdaniel1994","metadat","dat.mcdaniel1994","Studies on the Validity of Employment Interviews",51,0.151140435936467,0.0208333333333333,"ZCOR",51,"j","u",6.92820323027551,0.151140435936467,"CRAN",NA,NA,"CRAN"
"metadat_dat.mcdaniel1994","metadat","dat.mcdaniel1994","Studies on the Validity of Employment Interviews",52,0.472230804420426,0.027027027027027,"ZCOR",40,"j","u",6.08276253029822,0.472230804420426,"CRAN",NA,NA,"CRAN"
"metadat_dat.mcdaniel1994","metadat","dat.mcdaniel1994","Studies on the Validity of Employment Interviews",53,0,0.00483091787439614,"ZCOR",210,"j","s",14.3874945699382,0,"CRAN",NA,NA,"CRAN"
"metadat_dat.mcdaniel1994","metadat","dat.mcdaniel1994","Studies on the Validity of Employment Interviews",54,0.161386696131526,0.00302114803625378,"ZCOR",334,"j","s",18.1934053986603,0.161386696131526,"CRAN",NA,NA,"CRAN"
"metadat_dat.mcdaniel1994","metadat","dat.mcdaniel1994","Studies on the Validity of Employment Interviews",55,0.21317134656486,0.00325732899022801,"ZCOR",310,"p",NA,17.5214154679352,0.21317134656486,"CRAN",NA,NA,"CRAN"
"metadat_dat.mcdaniel1994","metadat","dat.mcdaniel1994","Studies on the Validity of Employment Interviews",56,0.298566263660178,0.00564971751412429,"ZCOR",180,"j","s",13.3041346956501,0.298566263660178,"CRAN",NA,NA,"CRAN"
"metadat_dat.mcdaniel1994","metadat","dat.mcdaniel1994","Studies on the Validity of Employment Interviews",57,0.192337169219545,0.0111111111111111,"ZCOR",93,"j","u",9.48683298050514,0.192337169219545,"CRAN",NA,NA,"CRAN"
"metadat_dat.mcdaniel1994","metadat","dat.mcdaniel1994","Studies on the Validity of Employment Interviews",58,0.0400213538367682,0.00213219616204691,"ZCOR",472,"j","u",21.6564078277077,0.0400213538367682,"CRAN",NA,NA,"CRAN"
"metadat_dat.mcdaniel1994","metadat","dat.mcdaniel1994","Studies on the Validity of Employment Interviews",59,0.632833186665638,0.024390243902439,"ZCOR",44,"j","u",6.40312423743285,0.632833186665638,"CRAN",NA,NA,"CRAN"
"metadat_dat.mcdaniel1994","metadat","dat.mcdaniel1994","Studies on the Validity of Employment Interviews",60,0.140925576070494,0.0138888888888889,"ZCOR",75,"j","u",8.48528137423857,0.140925576070494,"CRAN",NA,NA,"CRAN"
"metadat_dat.mcdaniel1994","metadat","dat.mcdaniel1994","Studies on the Validity of Employment Interviews",61,0.472230804420426,0.0153846153846154,"ZCOR",68,"j","u",8.06225774829855,0.472230804420426,"CRAN",NA,NA,"CRAN"
"metadat_dat.mcdaniel1994","metadat","dat.mcdaniel1994","Studies on the Validity of Employment Interviews",62,0.37688590118819,0.0285714285714286,"ZCOR",38,"j","u",5.91607978309962,0.37688590118819,"CRAN",NA,NA,"CRAN"
"metadat_dat.mcdaniel1994","metadat","dat.mcdaniel1994","Studies on the Validity of Employment Interviews",63,0.354092528962243,0.0256410256410256,"ZCOR",42,"j",NA,6.2449979983984,0.354092528962243,"CRAN",NA,NA,"CRAN"
"metadat_dat.mcdaniel1994","metadat","dat.mcdaniel1994","Studies on the Validity of Employment Interviews",64,0.110446915790097,0.0277777777777778,"ZCOR",39,"j",NA,6,0.110446915790097,"CRAN",NA,NA,"CRAN"
"metadat_dat.mcdaniel1994","metadat","dat.mcdaniel1994","Studies on the Validity of Employment Interviews",65,0.423648930193602,0.0217391304347826,"ZCOR",49,"j",NA,6.78232998312527,0.423648930193602,"CRAN",NA,NA,"CRAN"
"metadat_dat.mcdaniel1994","metadat","dat.mcdaniel1994","Studies on the Validity of Employment Interviews",66,0.234189466759367,0.0263157894736842,"ZCOR",41,"j",NA,6.16441400296898,0.234189466759367,"CRAN",NA,NA,"CRAN"
"metadat_dat.mcdaniel1994","metadat","dat.mcdaniel1994","Studies on the Validity of Employment Interviews",67,0.223656109021832,0.0050761421319797,"ZCOR",200,"j","s",14.0356688476182,0.223656109021832,"CRAN",NA,NA,"CRAN"
"metadat_dat.mcdaniel1994","metadat","dat.mcdaniel1994","Studies on the Validity of Employment Interviews",68,0.472230804420426,0.00118063754427391,"ZCOR",850,"j","s",29.1032644217105,0.472230804420426,"CRAN",NA,NA,"CRAN"
"metadat_dat.mcdaniel1994","metadat","dat.mcdaniel1994","Studies on the Validity of Employment Interviews",69,0.2768638226551,0.0263157894736842,"ZCOR",41,"j","s",6.16441400296898,0.2768638226551,"CRAN",NA,NA,"CRAN"
"metadat_dat.mcdaniel1994","metadat","dat.mcdaniel1994","Studies on the Validity of Employment Interviews",70,0.110446915790097,0.0344827586206897,"ZCOR",32,"j","s",5.3851648071345,0.110446915790097,"CRAN",NA,NA,"CRAN"
"metadat_dat.mcdaniel1994","metadat","dat.mcdaniel1994","Studies on the Validity of Employment Interviews",71,0.2768638226551,0.0161290322580645,"ZCOR",65,"j","s",7.87400787401181,0.2768638226551,"CRAN",NA,NA,"CRAN"
"metadat_dat.mcdaniel1994","metadat","dat.mcdaniel1994","Studies on the Validity of Employment Interviews",72,-0.0701146706543251,0.00819672131147541,"ZCOR",125,"j","s",11.0453610171873,0.0701146706543251,"CRAN",NA,NA,"CRAN"
"metadat_dat.mcdaniel1994","metadat","dat.mcdaniel1994","Studies on the Validity of Employment Interviews",73,0.331647108705132,0.00763358778625954,"ZCOR",134,"j","s",11.4455231422596,0.331647108705132,"CRAN",NA,NA,"CRAN"
"metadat_dat.mcdaniel1994","metadat","dat.mcdaniel1994","Studies on the Validity of Employment Interviews",74,0.0500417292784913,0.0555555555555556,"ZCOR",21,"j","u",4.24264068711928,0.0500417292784913,"CRAN",NA,NA,"CRAN"
