"dataset_id","source_pkg","source_object","source_title","slab","yi","vi","measure","x","contrast","estimate","tratio","precision","abs_yi","source","repo","branch","repo_license"
"gh_CHANGES-UM_bluegill_growth_Tables_emmeans.csv","CHANGES-UM","Tables/emmeans.csv","CHANGES-UM / bluegill_growth / Tables/emmeans.csv",1,-29.9409289666276,1.04846880355731,"estimate",1,"AGE1 - AGE2",-29.9409289666276,-29.2406831269172,0.976612421061123,29.9409289666276,"GitHub","bluegill_growth","main",NA
"gh_CHANGES-UM_bluegill_growth_Tables_emmeans.csv","CHANGES-UM","Tables/emmeans.csv","CHANGES-UM / bluegill_growth / Tables/emmeans.csv",2,-57.0721122607954,0.974625488649601,"estimate",2,"AGE1 - AGE3",-57.0721122607954,-57.8102787901784,1.01293392692406,57.0721122607954,"GitHub","bluegill_growth","main",NA
"gh_CHANGES-UM_bluegill_growth_Tables_emmeans.csv","CHANGES-UM","Tables/emmeans.csv","CHANGES-UM / bluegill_growth / Tables/emmeans.csv",3,-81.1596649749642,0.977057815976147,"estimate",3,"AGE1 - AGE4",-81.1596649749642,-82.1069867079427,1.01167232187652,81.1596649749642,"GitHub","bluegill_growth","main",NA
"gh_CHANGES-UM_bluegill_growth_Tables_emmeans.csv","CHANGES-UM","Tables/emmeans.csv","CHANGES-UM / bluegill_growth / Tables/emmeans.csv",4,-100.389289569414,1.00855436939613,"estimate",4,"AGE1 - AGE5",-100.389289569414,-99.9626413729182,0.995750062598051,100.389289569414,"GitHub","bluegill_growth","main",NA
"gh_CHANGES-UM_bluegill_growth_Tables_emmeans.csv","CHANGES-UM","Tables/emmeans.csv","CHANGES-UM / bluegill_growth / Tables/emmeans.csv",5,-115.117650492834,1.08939640960497,"estimate",5,"AGE1 - AGE6",-115.117650492834,-110.293253354669,0.958091594837877,115.117650492834,"GitHub","bluegill_growth","main",NA
"gh_CHANGES-UM_bluegill_growth_Tables_emmeans.csv","CHANGES-UM","Tables/emmeans.csv","CHANGES-UM / bluegill_growth / Tables/emmeans.csv",6,-127.53594288159,1.25064375225517,"estimate",6,"AGE1 - AGE7",-127.53594288159,-114.042252940012,0.894196964113032,127.53594288159,"GitHub","bluegill_growth","main",NA
"gh_CHANGES-UM_bluegill_growth_Tables_emmeans.csv","CHANGES-UM","Tables/emmeans.csv","CHANGES-UM / bluegill_growth / Tables/emmeans.csv",7,-138.275509430866,1.74678370497615,"estimate",7,"AGE1 - AGE8",-138.275509430866,-104.622646404213,0.756624559438137,138.275509430866,"GitHub","bluegill_growth","main",NA
"gh_CHANGES-UM_bluegill_growth_Tables_emmeans.csv","CHANGES-UM","Tables/emmeans.csv","CHANGES-UM / bluegill_growth / Tables/emmeans.csv",8,-27.1311832941678,0.685507781623909,"estimate",8,"AGE2 - AGE3",-27.1311832941678,-32.7689511429704,1.20779660760371,27.1311832941678,"GitHub","bluegill_growth","main",NA
"gh_CHANGES-UM_bluegill_growth_Tables_emmeans.csv","CHANGES-UM","Tables/emmeans.csv","CHANGES-UM / bluegill_growth / Tables/emmeans.csv",9,-51.2187360083367,0.688143735796892,"estimate",9,"AGE2 - AGE4",-51.2187360083367,-61.74322019389,1.20548113846152,51.2187360083367,"GitHub","bluegill_growth","main",NA
"gh_CHANGES-UM_bluegill_growth_Tables_emmeans.csv","CHANGES-UM","Tables/emmeans.csv","CHANGES-UM / bluegill_growth / Tables/emmeans.csv",10,-70.4483606027864,0.719726899391046,"estimate",10,"AGE2 - AGE5",-70.4483606027864,-83.0399394601647,1.17873487402176,70.4483606027864,"GitHub","bluegill_growth","main",NA
