"dataset_id","source_pkg","source_object","source_title","slab","yi","vi","measure","reputation","quality","pubyear","continent","precision","abs_yi","source","repo","branch","repo_license"
"dmetar_MVRegressionData","dmetar","MVRegressionData","Toy Dataset for Multivariate Meta-Regression",1,0.0943754319753949,0.0383780435349689,"from_dataset",-11,6,-0.854753598567719,"1",5.10456319054919,0.0943754319753949,"CRAN",NA,NA,"CRAN"
"dmetar_MVRegressionData","dmetar","MVRegressionData","Toy Dataset for Multivariate Meta-Regression",2,0.0998192254826877,0.0368067904506541,"from_dataset",0,9,-0.752771843659381,"0",5.21237947135934,0.0998192254826877,"CRAN",NA,NA,"CRAN"
"dmetar_MVRegressionData","dmetar","MVRegressionData","Toy Dataset for Multivariate Meta-Regression",3,0.169316070658683,0.0142367636445691,"from_dataset",-11,5,-0.660483487841363,"1",8.38097147425085,0.169316070658683,"CRAN",NA,NA,"CRAN"
"dmetar_MVRegressionData","dmetar","MVRegressionData","Toy Dataset for Multivariate Meta-Regression",4,0.175111066644608,0.0134929536603929,"from_dataset",4,9,-0.563048425388212,"0",8.60887665772611,0.175111066644608,"CRAN",NA,NA,"CRAN"
"dmetar_MVRegressionData","dmetar","MVRegressionData","Toy Dataset for Multivariate Meta-Regression",5,0.273016412718015,0.0271243049807807,"from_dataset",-10,2,-0.43087925014707,"1",6.07184519661112,0.273016412718015,"CRAN",NA,NA,"CRAN"
"dmetar_MVRegressionData","dmetar","MVRegressionData","Toy Dataset for Multivariate Meta-Regression",6,0.285946678988429,0.0290463392192846,"from_dataset",-9,10,-0.358262881978104,"0",5.86751620220461,0.285946678988429,"CRAN",NA,NA,"CRAN"
"dmetar_MVRegressionData","dmetar","MVRegressionData","Toy Dataset for Multivariate Meta-Regression",7,0.357629812649398,0.0369346487825372,"from_dataset",-8,6,-0.230772638252626,"0",5.20334968586732,0.357629812649398,"CRAN",NA,NA,"CRAN"
"dmetar_MVRegressionData","dmetar","MVRegressionData","Toy Dataset for Multivariate Meta-Regression",8,0.361331151557102,0.0380282172552365,"from_dataset",-8,3,-0.144030628136049,"0",5.12798819595108,0.361331151557102,"CRAN",NA,NA,"CRAN"
"dmetar_MVRegressionData","dmetar","MVRegressionData","Toy Dataset for Multivariate Meta-Regression",9,0.398196345922438,0.0517199034236221,"from_dataset",-8,10,-0.0581757616500058,"0",4.39714864744086,0.398196345922438,"CRAN",NA,NA,"CRAN"
"dmetar_MVRegressionData","dmetar","MVRegressionData","Toy Dataset for Multivariate Meta-Regression",10,0.400115879048494,0.0522954755132023,"from_dataset",0,3,0.0404641389970979,"0",4.37288384822496,0.400115879048494,"CRAN",NA,NA,"CRAN"
"dmetar_MVRegressionData","dmetar","MVRegressionData","Toy Dataset for Multivariate Meta-Regression",11,0.414007491226164,0.0665849162724694,"from_dataset",-5,1,0.174009311099847,"0",3.87536016673814,0.414007491226164,"CRAN",NA,NA,"CRAN"
"dmetar_MVRegressionData","dmetar","MVRegressionData","Toy Dataset for Multivariate Meta-Regression",12,0.416414223153931,0.0647834227145709,"from_dataset",-5,5,0.241379601138955,"1",3.92887358548703,0.416414223153931,"CRAN",NA,NA,"CRAN"
"dmetar_MVRegressionData","dmetar","MVRegressionData","Toy Dataset for Multivariate Meta-Regression",13,0.423304349509297,0.0201816646476827,"from_dataset",-4,10,0.342032203826433,"0",7.03917086757785,0.423304349509297,"CRAN",NA,NA,"CRAN"
"dmetar_MVRegressionData","dmetar","MVRegressionData","Toy Dataset for Multivariate Meta-Regression",14,0.42430644828756,0.0218054613868294,"from_dataset",-4,2,0.439008236372223,"0",6.77200639849056,0.42430644828756,"CRAN",NA,NA,"CRAN"
"dmetar_MVRegressionData","dmetar","MVRegressionData","Toy Dataset for Multivariate Meta-Regression",15,0.510896714377094,0.121247416752957,"from_dataset",-3,1,0.548886244318759,"0",2.87186322734396,0.510896714377094,"CRAN",NA,NA,"CRAN"
"dmetar_MVRegressionData","dmetar","MVRegressionData","Toy Dataset for Multivariate Meta-Regression",16,0.529223255758051,0.124932361752078,"from_dataset",-3,2,0.652866593388219,"0",2.82919267486339,0.529223255758051,"CRAN",NA,NA,"CRAN"
"dmetar_MVRegressionData","dmetar","MVRegressionData","Toy Dataset for Multivariate Meta-Regression",17,0.534782235818941,0.0610981395263296,"from_dataset",-2,4,0.770830088875567,"0",4.04562856477131,0.534782235818941,"CRAN",NA,NA,"CRAN"
"dmetar_MVRegressionData","dmetar","MVRegressionData","Toy Dataset for Multivariate Meta-Regression",18,0.543244885197954,0.0437886196996938,"from_dataset",-1,1,0.843702097603431,"0",4.77880569070819,0.543244885197954,"CRAN",NA,NA,"CRAN"
"dmetar_MVRegressionData","dmetar","MVRegressionData","Toy Dataset for Multivariate Meta-Regression",19,0.544282123102919,0.0442720571393434,"from_dataset",0,8,-0.854753598567719,"0",4.75264251662464,0.544282123102919,"CRAN",NA,NA,"CRAN"
"dmetar_MVRegressionData","dmetar","MVRegressionData","Toy Dataset for Multivariate Meta-Regression",20,0.555070036492336,0.0576282540768773,"from_dataset",0,9,-0.752771843659381,"1",4.16564512128595,0.555070036492336,"CRAN",NA,NA,"CRAN"
"dmetar_MVRegressionData","dmetar","MVRegressionData","Toy Dataset for Multivariate Meta-Regression",21,0.602733393147054,0.0509900975183145,"from_dataset",0,9,-0.660483487841363,"1",4.42850438174404,0.602733393147054,"CRAN",NA,NA,"CRAN"
"dmetar_MVRegressionData","dmetar","MVRegressionData","Toy Dataset for Multivariate Meta-Regression",22,0.603136371791156,0.0634370223295481,"from_dataset",2,7,-0.563048425388212,"0",3.97034828383745,0.603136371791156,"CRAN",NA,NA,"CRAN"
"dmetar_MVRegressionData","dmetar","MVRegressionData","Toy Dataset for Multivariate Meta-Regression",23,0.616109620936008,0.0611724448953957,"from_dataset",2,10,-0.43087925014707,"1",4.04317073210701,0.616109620936008,"CRAN",NA,NA,"CRAN"
"dmetar_MVRegressionData","dmetar","MVRegressionData","Toy Dataset for Multivariate Meta-Regression",24,0.617817047860266,0.0385607418567462,"from_dataset",-2,6,-0.358262881978105,"1",5.09245628658446,0.617817047860266,"CRAN",NA,NA,"CRAN"
"dmetar_MVRegressionData","dmetar","MVRegressionData","Toy Dataset for Multivariate Meta-Regression",25,0.621659497277278,0.050873206695472,"from_dataset",5,10,-0.230772638252626,"1",4.43358912620265,0.621659497277278,"CRAN",NA,NA,"CRAN"
"dmetar_MVRegressionData","dmetar","MVRegressionData","Toy Dataset for Multivariate Meta-Regression",26,0.630051291303502,0.0389502110381526,"from_dataset",6,6,-0.144030628136049,"1",5.06693219262195,0.630051291303502,"CRAN",NA,NA,"CRAN"
"dmetar_MVRegressionData","dmetar","MVRegressionData","Toy Dataset for Multivariate Meta-Regression",27,0.692660166723821,0.066854101099618,"from_dataset",6,3,-0.0581757616500059,"1",3.86755032152599,0.692660166723821,"CRAN",NA,NA,"CRAN"
"dmetar_MVRegressionData","dmetar","MVRegressionData","Toy Dataset for Multivariate Meta-Regression",28,0.703682595817539,0.0670984797627245,"from_dataset",8,1,0.0404641389970978,"0",3.86050091497899,0.703682595817539,"CRAN",NA,NA,"CRAN"
"dmetar_MVRegressionData","dmetar","MVRegressionData","Toy Dataset for Multivariate Meta-Regression",29,0.712522365049709,0.0493885960686824,"from_dataset",9,3,0.174009311099847,"1",4.49973211554325,0.712522365049709,"CRAN",NA,NA,"CRAN"
"dmetar_MVRegressionData","dmetar","MVRegressionData","Toy Dataset for Multivariate Meta-Regression",30,0.728538829236541,0.0512371001733491,"from_dataset",9,10,0.241379601138955,"1",4.41781706895396,0.728538829236541,"CRAN",NA,NA,"CRAN"
"dmetar_MVRegressionData","dmetar","MVRegressionData","Toy Dataset for Multivariate Meta-Regression",31,1.26552691592574,0.11399158023342,"from_dataset",9,10,0.342032203826432,"1",2.96185376852291,1.26552691592574,"CRAN",NA,NA,"CRAN"
"dmetar_MVRegressionData","dmetar","MVRegressionData","Toy Dataset for Multivariate Meta-Regression",32,1.27379208699539,0.112947906824053,"from_dataset",0,10,0.439008236372222,"1",2.97550652217699,1.27379208699539,"CRAN",NA,NA,"CRAN"
"dmetar_MVRegressionData","dmetar","MVRegressionData","Toy Dataset for Multivariate Meta-Regression",33,1.48267074366777,0.10140663186814,"from_dataset",11,10,0.548886244318758,"1",3.1402687752253,1.48267074366777,"CRAN",NA,NA,"CRAN"
"dmetar_MVRegressionData","dmetar","MVRegressionData","Toy Dataset for Multivariate Meta-Regression",34,1.49121390749445,0.0988641951658251,"from_dataset",12,10,0.652866593388219,"1",3.1803907553718,1.49121390749445,"CRAN",NA,NA,"CRAN"
"dmetar_MVRegressionData","dmetar","MVRegressionData","Toy Dataset for Multivariate Meta-Regression",35,1.76965564995066,0.121302177494596,"from_dataset",13,10,0.770830088875567,"1",2.87121491617401,1.76965564995066,"CRAN",NA,NA,"CRAN"
"dmetar_MVRegressionData","dmetar","MVRegressionData","Toy Dataset for Multivariate Meta-Regression",36,1.80886584945948,0.120002850216363,"from_dataset",0,10,0.843702097603431,"1",2.88671706378415,1.80886584945948,"CRAN",NA,NA,"CRAN"
