"dataset_id","source_pkg","source_object","source_title","slab","yi","vi","measure","modela","modelb","contrast","estimate","df","tratio","pvalue","pvaluesignif","precision","abs_yi","source","repo","branch","repo_license"
"gh_neurothew_exploring-homonym-rep-in-llm_statistics_results_df_en_model_diff_on_best_dscore.csv","neurothew","statistics/results/df_en_model_diff_on_best_dscore.csv","neurothew / exploring-homonym-rep-in-llm / statistics/results/df_en_model_diff_on_best_dscore.csv",1,-2.31095022680032,0.382486936331608,"estimate","(bert-base-uncased)","(bert-large-uncased)","(bert-base-uncased) - (bert-large-uncased)",-2.31095022680032,1881.00000000257,-3.73664886137421,0.000270296568646213,"***",1.61693177898854,2.31095022680032,"GitHub","exploring-homonym-rep-in-llm","main","MIT"
"gh_neurothew_exploring-homonym-rep-in-llm_statistics_results_df_en_model_diff_on_best_dscore.csv","neurothew","statistics/results/df_en_model_diff_on_best_dscore.csv","neurothew / exploring-homonym-rep-in-llm / statistics/results/df_en_model_diff_on_best_dscore.csv",2,3.84998988794995,0.382486936331608,"estimate","(bert-base-uncased)","(bert-base-multilingual-uncased)","(bert-base-uncased) - (bert-base-multilingual-uncased)",3.84998988794995,1881.00000000257,6.22517099861079,1.05059484184733e-09,"***",1.61693177898854,3.84998988794995,"GitHub","exploring-homonym-rep-in-llm","main","MIT"
"gh_neurothew_exploring-homonym-rep-in-llm_statistics_results_df_en_model_diff_on_best_dscore.csv","neurothew","statistics/results/df_en_model_diff_on_best_dscore.csv","neurothew / exploring-homonym-rep-in-llm / statistics/results/df_en_model_diff_on_best_dscore.csv",3,7.13680899788295,0.382486936331608,"estimate","(bert-base-uncased)","(roberta-base)","(bert-base-uncased) - (roberta-base)",7.13680899788295,1881.00000000257,11.5397332692483,2.63284161745442e-29,"***",1.61693177898854,7.13680899788295,"GitHub","exploring-homonym-rep-in-llm","main","MIT"
"gh_neurothew_exploring-homonym-rep-in-llm_statistics_results_df_en_model_diff_on_best_dscore.csv","neurothew","statistics/results/df_en_model_diff_on_best_dscore.csv","neurothew / exploring-homonym-rep-in-llm / statistics/results/df_en_model_diff_on_best_dscore.csv",4,5.45343874821506,0.382486936331608,"estimate","(bert-base-uncased)","(roberta-large)","(bert-base-uncased) - (roberta-large)",5.45343874821506,1881.00000000257,8.81783841675641,5.7500611932271e-18,"***",1.61693177898854,5.45343874821506,"GitHub","exploring-homonym-rep-in-llm","main","MIT"
"gh_neurothew_exploring-homonym-rep-in-llm_statistics_results_df_en_model_diff_on_best_dscore.csv","neurothew","statistics/results/df_en_model_diff_on_best_dscore.csv","neurothew / exploring-homonym-rep-in-llm / statistics/results/df_en_model_diff_on_best_dscore.csv",5,10.6764591001768,0.382486936331608,"estimate","(bert-base-uncased)","(xlm-roberta-base)","(bert-base-uncased) - (xlm-roberta-base)",10.6764591001768,1881.00000000257,17.2631060061473,4.44318013093793e-61,"***",1.61693177898854,10.6764591001768,"GitHub","exploring-homonym-rep-in-llm","main","MIT"
"gh_neurothew_exploring-homonym-rep-in-llm_statistics_results_df_en_model_diff_on_best_dscore.csv","neurothew","statistics/results/df_en_model_diff_on_best_dscore.csv","neurothew / exploring-homonym-rep-in-llm / statistics/results/df_en_model_diff_on_best_dscore.csv",6,8.9323951863091,0.382486936331608,"estimate","(bert-base-uncased)","(xlm-roberta-large)","(bert-base-uncased) - (xlm-roberta-large)",8.9323951863091,1881.00000000257,14.4430736392274,3.3748306162986e-44,"***",1.61693177898854,8.9323951863091,"GitHub","exploring-homonym-rep-in-llm","main","MIT"
"gh_neurothew_exploring-homonym-rep-in-llm_statistics_results_df_en_model_diff_on_best_dscore.csv","neurothew","statistics/results/df_en_model_diff_on_best_dscore.csv","neurothew / exploring-homonym-rep-in-llm / statistics/results/df_en_model_diff_on_best_dscore.csv",7,-5.94286199832243,0.382486936331608,"estimate","(bert-base-uncased)","(deberta-v3-base)","(bert-base-uncased) - (deberta-v3-base)",-5.94286199832243,1881.00000000257,-9.60920242323086,5.46522395195358e-21,"***",1.61693177898854,5.94286199832243,"GitHub","exploring-homonym-rep-in-llm","main","MIT"
"gh_neurothew_exploring-homonym-rep-in-llm_statistics_results_df_en_model_diff_on_best_dscore.csv","neurothew","statistics/results/df_en_model_diff_on_best_dscore.csv","neurothew / exploring-homonym-rep-in-llm / statistics/results/df_en_model_diff_on_best_dscore.csv",8,-6.81928422336862,0.382486936331608,"estimate","(bert-base-uncased)","(deberta-v3-large)","(bert-base-uncased) - (deberta-v3-large)",-6.81928422336862,1881.00000000257,-11.0263173707199,5.84008396511618e-27,"***",1.61693177898854,6.81928422336862,"GitHub","exploring-homonym-rep-in-llm","main","MIT"
"gh_neurothew_exploring-homonym-rep-in-llm_statistics_results_df_en_model_diff_on_best_dscore.csv","neurothew","statistics/results/df_en_model_diff_on_best_dscore.csv","neurothew / exploring-homonym-rep-in-llm / statistics/results/df_en_model_diff_on_best_dscore.csv",9,0.456229826959613,0.382486936331608,"estimate","(bert-base-uncased)","(mdeberta-v3-base)","(bert-base-uncased) - (mdeberta-v3-base)",0.456229826959613,1881.00000000231,0.73769250573344,0.481047993277586,"ns",1.61693177898854,0.456229826959613,"GitHub","exploring-homonym-rep-in-llm","main","MIT"
"gh_neurothew_exploring-homonym-rep-in-llm_statistics_results_df_en_model_diff_on_best_dscore.csv","neurothew","statistics/results/df_en_model_diff_on_best_dscore.csv","neurothew / exploring-homonym-rep-in-llm / statistics/results/df_en_model_diff_on_best_dscore.csv",10,8.92732685135982,0.382486936331608,"estimate","(bert-base-uncased)","gpt2","(bert-base-uncased) - gpt2",8.92732685135982,1881.00000000231,14.4348784873814,3.65455643275252e-44,"***",1.61693177898854,8.92732685135982,"GitHub","exploring-homonym-rep-in-llm","main","MIT"
