"dataset_id","source_pkg","source_object","source_title","slab","yi","vi","measure","author","year","ter","cer","rare_ctrl","risk_diff0","ntotal","log_ntotal","precision","abs_yi","source","repo","branch","repo_license"
"meta_Olkin95","meta","Olkin95","Thrombolytic Therapy after Acute Myocardial Infarction","Fletcher 1959",-1.47330573810952,1.07575757575758,"RR","Fletcher",1959,0.0833333333333333,0.363636363636364,FALSE,-0.28030303030303,23,3.13549421592915,0.964145976908441,1.47330573810952,"CRAN",NA,NA,"CRAN"
"meta_Olkin95","meta","Olkin95","Thrombolytic Therapy after Acute Myocardial Infarction","Dewar 1963",-0.559615787935423,0.297619047619048,"RR","Dewar",1963,0.19047619047619,0.333333333333333,FALSE,-0.142857142857143,42,3.73766961828337,1.83303027798234,0.559615787935423,"CRAN",NA,NA,"CRAN"
"meta_Olkin95","meta","Olkin95","Thrombolytic Therapy after Acute Myocardial Infarction","Lippschutz 1965",-0.201778728816513,0.261877751667882,"RR","Lippschutz",1965,0.13953488372093,0.170731707317073,FALSE,-0.031196823596143,84,4.43081679884331,1.95411760850482,0.201778728816513,"CRAN",NA,NA,"CRAN"
"meta_Olkin95","meta","Olkin95","Thrombolytic Therapy after Acute Myocardial Infarction","European 1 1969",0.299658263498497,0.0927137119908204,"RR","European 1",1969,0.240963855421687,0.178571428571429,FALSE,0.0623924268502582,167,5.11799381241676,3.28418804107026,0.299658263498497,"CRAN",NA,NA,"CRAN"
"meta_Olkin95","meta","Olkin95","Thrombolytic Therapy after Acute Myocardial Infarction","European 2 1971",-0.353030915536921,0.0196489658998965,"RR","European 2",1971,0.184986595174263,0.263305322128852,FALSE,-0.0783187269545888,730,6.59304453414244,7.13395146805436,0.353030915536921,"CRAN",NA,NA,"CRAN"
"meta_Olkin95","meta","Olkin95","Thrombolytic Therapy after Acute Myocardial Infarction","Heikinheimo 1971",0.201476172750968,0.0948809469462519,"RR","Heikinheimo",1971,0.100456621004566,0.0821256038647343,TRUE,0.0183310171398319,426,6.05443934626937,3.246463278052,0.201476172750968,"CRAN",NA,NA,"CRAN"
"meta_Olkin95","meta","Olkin95","Thrombolytic Therapy after Acute Myocardial Infarction","Italian 1971",0.0104465987943851,0.0957201467757219,"RR","Italian",1971,0.115853658536585,0.114649681528662,FALSE,0.00120397700792295,321,5.77144112313002,3.23220071543492,0.0104465987943851,"CRAN",NA,NA,"CRAN"
"meta_Olkin95","meta","Olkin95","Thrombolytic Therapy after Acute Myocardial Infarction","Australian 1 1973",-0.25019897919704,0.0619710905036992,"RR","Australian 1",1973,0.0984848484848485,0.126482213438735,FALSE,-0.0279973649538867,517,6.24804287450843,4.017033289267,0.25019897919704,"CRAN",NA,NA,"CRAN"
"meta_Olkin95","meta","Olkin95","Thrombolytic Therapy after Acute Myocardial Infarction","Frankfurt 2 1973",-0.782928386667836,0.0919865293597545,"RR","Frankfurt 2",1973,0.127450980392157,0.278846153846154,FALSE,-0.151395173453997,206,5.32787616878958,3.29714375971449,0.782928386667836,"CRAN",NA,NA,"CRAN"
"meta_Olkin95","meta","Olkin95","Thrombolytic Therapy after Acute Myocardial Infarction","Gormsen 1973",-0.405465108108164,0.69047619047619,"RR","Gormsen",1973,0.142857142857143,0.214285714285714,FALSE,-0.0714285714285714,28,3.3322045101752,1.20344333562863,0.405465108108164,"CRAN",NA,NA,"CRAN"
"meta_Olkin95","meta","Olkin95","Thrombolytic Therapy after Acute Myocardial Infarction","NHLBI SMIT 1974",0.865989993399356,0.438804033143656,"RR","NHLBI SMIT",1974,0.132075471698113,0.0555555555555556,TRUE,0.0765199161425577,107,4.67282883446191,1.50960975897368,0.865989993399356,"CRAN",NA,NA,"CRAN"
"meta_Olkin95","meta","Olkin95","Thrombolytic Therapy after Acute Myocardial Infarction","Brochier 1975",-1.38629436111989,0.591666666666667,"RR","Brochier",1975,0.0333333333333333,0.133333333333333,FALSE,-0.1,120,4.78749174278205,1.30005417005232,1.38629436111989,"CRAN",NA,NA,"CRAN"
"meta_Olkin95","meta","Olkin95","Thrombolytic Therapy after Acute Myocardial Infarction","Euro Collab 1975",0.171646237748149,0.0644183120356706,"RR","Euro Collab",1975,0.168604651162791,0.142011834319527,FALSE,0.0265928168432641,341,5.83188247728352,3.93999190585258,0.171646237748149,"CRAN",NA,NA,"CRAN"
"meta_Olkin95","meta","Olkin95","Thrombolytic Therapy after Acute Myocardial Infarction","Frank 1975",-0.0370412716803488,0.296283590623213,"RR","Frank",1975,0.109090909090909,0.113207547169811,FALSE,-0.00411663807890224,108,4.68213122712422,1.83715669766185,0.0370412716803488,"CRAN",NA,NA,"CRAN"
"meta_Olkin95","meta","Olkin95","Thrombolytic Therapy after Acute Myocardial Infarction","Valere 1975",0.0465200156348931,0.157802514945372,"RR","Valere",1975,0.224489795918367,0.214285714285714,FALSE,0.0102040816326531,91,4.51085950651685,2.51734674168991,0.0465200156348931,"CRAN",NA,NA,"CRAN"
"meta_Olkin95","meta","Olkin95","Thrombolytic Therapy after Acute Myocardial Infarction","Klein 1976",0.944461608840852,1.06746031746032,"RR","Klein",1976,0.285714285714286,0.111111111111111,FALSE,0.174603174603175,23,3.13549421592915,0.967885826932958,0.944461608840852,"CRAN",NA,NA,"CRAN"
"meta_Olkin95","meta","Olkin95","Thrombolytic Therapy after Acute Myocardial Infarction","UK-Collab 1976",-0.0815477027453531,0.0445915619122621,"RR","UK-Collab",1976,0.125827814569536,0.136518771331058,FALSE,-0.0106909567615216,595,6.38856140554563,4.73558523332677,0.0815477027453531,"CRAN",NA,NA,"CRAN"
"meta_Olkin95","meta","Olkin95","Thrombolytic Therapy after Acute Myocardial Infarction","Austrian 1977",-0.497511389459615,0.0369111588526482,"RR","Austrian",1977,0.105113636363636,0.172872340425532,FALSE,-0.0677587040618956,728,6.59030104819669,5.20500510503269,0.497511389459615,"CRAN",NA,NA,"CRAN"
"meta_Olkin95","meta","Olkin95","Thrombolytic Therapy after Acute Myocardial Infarction","Australian 2 1977",-0.354466900527457,0.0547821888227926,"RR","Australian 2",1977,0.203252032520325,0.289719626168224,FALSE,-0.0864675936478991,230,5.4380793089232,4.27248266933481,0.354466900527457,"CRAN",NA,NA,"CRAN"
"meta_Olkin95","meta","Olkin95","Thrombolytic Therapy after Acute Myocardial Infarction","Lasierra 1977",-1.26566637333128,1.16550116550117,"RR","Lasierra",1977,0.0769230769230769,0.272727272727273,FALSE,-0.195804195804196,24,3.17805383034795,0.926282894152753,1.26566637333128,"CRAN",NA,NA,"CRAN"
"meta_Olkin95","meta","Olkin95","Thrombolytic Therapy after Acute Myocardial Infarction","N Ger Collab 1977",0.186917640543048,0.0273495684157941,"RR","N Ger Collab",1977,0.253012048192771,0.209876543209877,FALSE,0.0431355049828945,492,6.19847871649231,6.04678826104991,0.186917640543048,"CRAN",NA,NA,"CRAN"
"meta_Olkin95","meta","Olkin95","Thrombolytic Therapy after Acute Myocardial Infarction","Witchitz 1977",-0.207639364778245,0.330288461538462,"RR","Witchitz",1977,0.15625,0.192307692307692,FALSE,-0.0360576923076923,58,4.06044301054642,1.7400162290732,0.207639364778245,"CRAN",NA,NA,"CRAN"
"meta_Olkin95","meta","Olkin95","Thrombolytic Therapy after Acute Myocardial Infarction","European 3 1979",-0.491777428795296,0.0761893243025318,"RR","European 3",1979,0.115384615384615,0.188679245283019,FALSE,-0.0732946298984035,315,5.75257263882563,3.62287157289583,0.491777428795296,"CRAN",NA,NA,"CRAN"
"meta_Olkin95","meta","Olkin95","Thrombolytic Therapy after Acute Myocardial Infarction","Anderson 1983",-0.836248024200619,0.619871794871795,"RR","Anderson",1983,0.0833333333333333,0.192307692307692,FALSE,-0.108974358974359,50,3.91202300542815,1.27013259736589,0.836248024200619,"CRAN",NA,NA,"CRAN"
